team,location_value,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,possessions,raw_off_eff,location_value_opp,mp_opp,fg_opp,fga_opp,fg_pct_opp,fg3_opp,fg3a_opp,fg3_pct_opp,ft_opp,fta_opp,ft_pct_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,possessions_opp,raw_off_eff_opp,fg2,fg2a,fg2_pct,efg,rate_3pa,rate_2pa,ft_rate,ftm_rate,tov_rate,orb_rate,drb_rate,ast_rate,stl_rate,blk_rate,pace,def_eff,net_eff,games_played
Southern Indiana,-0.5,200.0,23.5,61.75,0.3809,7.25,26.125,0.2836,14.875,22.75,0.665,8.25,24.125,32.375,10.75,6.0,5.25,11.0,19.25,69.125,75.3062,91.8288,0.5,200.0,28.5,63.75,0.4542,6.125,19.125,0.3268,17.75,23.875,0.7308,10.125,28.875,39.0,14.0,5.875,4.75,11.125,19.375,80.875,76.0912,106.6062,16.25,35.625,0.4558,0.4407,0.422,0.578,0.376,0.2445,0.1455,0.2197,0.7098,0.1431,0.0798,0.0702,15.0612,107.629,-15.8003,8
Southern Mississippi,-0.25,203.125,27.625,58.625,0.4732,4.25,16.125,0.2602,16.0,22.0,0.7244,11.125,21.875,33.0,13.0,8.25,3.5,12.125,19.875,75.5,70.075,108.6938,0.25,203.125,25.0,55.625,0.4535,10.375,26.375,0.4046,15.75,22.375,0.7113,8.625,18.875,27.5,15.875,6.625,3.875,13.0,18.875,76.125,70.6288,108.0912,23.375,42.5,0.5523,0.5102,0.2771,0.7229,0.3733,0.2732,0.1711,0.3697,0.7261,0.1872,0.117,0.0504,13.8068,109.0116,-0.3178,8
Southern Utah,-0.75,200.0,25.375,60.75,0.4186,5.625,22.375,0.2525,11.0,15.25,0.7381,7.625,20.75,28.375,12.125,5.75,4.375,13.875,15.0,67.375,74.245,91.5112,0.75,200.0,33.25,63.875,0.5168,8.875,21.625,0.4168,11.625,15.875,0.7096,9.0,26.5,35.5,15.875,9.375,5.0,10.375,15.25,87.0,72.7925,118.54,19.75,38.375,0.5134,0.465,0.3655,0.6345,0.2553,0.1839,0.1856,0.2175,0.7007,0.1644,0.0772,0.059,14.849,116.2669,-24.7556,8
St. Bonaventure,0.2,200.0,28.4,60.4,0.4732,6.6,18.4,0.366,12.7,16.9,0.7501,11.1,22.6,33.7,15.8,7.9,4.9,12.2,16.1,76.1,69.528,109.779,-0.2,200.0,24.7,56.6,0.4378,6.9,21.0,0.334,13.1,18.1,0.7161,8.8,19.2,28.0,12.8,6.6,2.8,12.7,16.8,69.4,69.098,100.619,21.8,42.0,0.5202,0.5281,0.3038,0.6962,0.2867,0.2141,0.1756,0.3637,0.7259,0.2275,0.1145,0.071,13.9056,99.8783,9.9007,10
St. John's,0.75,200.0,30.0,62.875,0.4719,7.375,22.375,0.3356,21.25,29.875,0.7115,12.625,23.5,36.125,17.0,8.75,5.125,12.5,18.75,88.625,76.94,115.0238,-0.75,200.0,26.125,63.5,0.4091,7.0,22.5,0.3107,14.875,20.25,0.7176,10.875,20.875,31.75,12.25,7.75,3.375,15.25,22.125,74.125,77.4962,96.1362,22.625,40.5,0.5504,0.5306,0.3586,0.6414,0.4849,0.3457,0.1635,0.3772,0.6838,0.2195,0.1137,0.0675,15.388,96.5384,18.4854,8
St. Thomas,-0.2,200.0,27.7,57.6,0.4854,8.4,27.7,0.3054,12.9,17.1,0.7376,4.2,22.2,26.4,15.5,9.0,2.9,9.6,16.3,76.7,71.124,107.781,0.2,200.0,26.5,57.9,0.4582,8.3,24.8,0.3303,13.4,17.7,0.7327,7.3,24.6,31.9,15.2,5.7,2.5,13.5,18.1,74.7,72.509,103.393,19.3,29.9,0.65,0.559,0.4801,0.5199,0.3031,0.2283,0.1353,0.1384,0.7491,0.2183,0.1272,0.0406,14.2248,105.3891,2.3919,10
Stanford,0.5556,200.0,27.4444,63.8889,0.4304,9.2222,26.8889,0.3399,17.7778,24.5556,0.7138,11.6667,21.8889,33.5556,12.6667,8.8889,3.7778,9.7778,16.6667,81.8889,73.6633,111.5256,-0.5556,200.0,25.2222,54.0,0.4699,6.3333,17.4444,0.3513,15.4444,20.4444,0.7429,6.2222,23.7778,30.0,10.5556,4.1111,3.5556,15.2222,20.3333,72.2222,72.7122,99.5133,18.2222,37.0,0.4975,0.5028,0.4221,0.5779,0.3963,0.2887,0.1314,0.3301,0.7826,0.1733,0.1209,0.051,14.7327,98.1563,13.3692,9
Stephen F. Austin,0.0,200.0,29.0,63.875,0.4535,9.625,26.125,0.3681,9.625,15.0,0.6769,9.625,23.875,33.5,14.625,6.125,5.0,9.5,18.75,77.25,70.8738,108.6138,0.0,200.0,22.75,55.875,0.4095,4.75,16.25,0.3076,17.5,23.0,0.7695,7.375,22.125,29.5,10.5,6.125,3.625,10.875,14.125,67.75,70.3012,96.575,19.375,37.75,0.509,0.5298,0.407,0.593,0.248,0.1599,0.1337,0.3003,0.7629,0.2061,0.0868,0.0703,14.1748,95.6942,12.9196,8
Stetson,-0.2,200.0,22.6,55.9,0.4029,7.7,24.5,0.2979,11.0,17.1,0.634,7.7,20.0,27.7,11.4,6.7,1.9,12.5,13.9,63.9,68.824,93.261,0.2,200.0,29.0,59.3,0.4897,9.0,24.8,0.3547,11.7,16.4,0.6968,9.4,25.8,35.2,16.0,8.3,2.2,11.2,16.0,78.9,68.889,114.65,14.9,31.4,0.4813,0.4711,0.437,0.563,0.3143,0.2032,0.1805,0.2345,0.6727,0.1662,0.097,0.027,13.7648,114.5951,-21.3341,10
Stonehill,-0.3333,202.7778,24.4444,60.2222,0.407,8.1111,24.1111,0.3374,7.1111,10.6667,0.6594,9.1111,24.7778,33.8889,12.3333,4.1111,4.0,14.2222,16.5556,64.1111,70.3989,91.3833,0.3333,202.7778,27.6667,61.4444,0.4528,7.2222,22.6667,0.3237,14.4444,22.4444,0.6369,8.2222,24.8889,33.1111,11.7778,10.1111,4.0,7.8889,12.5556,77.0,71.7733,107.8211,16.3333,36.1111,0.451,0.4744,0.403,0.597,0.1807,0.1204,0.2021,0.2691,0.7464,0.1747,0.0598,0.0564,13.8891,109.9349,-18.5516,9
Stony Brook,-0.25,203.125,25.0,59.25,0.424,8.375,25.125,0.3334,13.125,18.25,0.725,7.875,20.25,28.125,12.625,6.75,3.625,9.875,17.125,71.5,69.9175,102.695,0.25,203.125,24.25,55.875,0.445,7.25,20.625,0.3588,16.875,23.0,0.7201,10.5,25.25,35.75,11.875,5.75,3.75,12.375,16.75,72.625,68.675,106.3575,16.625,34.125,0.4886,0.4965,0.4296,0.5704,0.3109,0.2243,0.1407,0.2326,0.6712,0.1801,0.0964,0.0515,13.7502,104.6373,-1.9423,8
Syracuse,0.3333,202.7778,26.6667,58.0,0.4607,6.6667,22.2222,0.3133,13.0,22.8889,0.5843,8.1111,23.8889,32.0,13.6667,7.7778,6.1111,10.5556,16.4444,73.0,71.3156,102.8189,-0.3333,202.7778,22.0,57.8889,0.3806,5.6667,19.5556,0.2727,14.7778,20.4444,0.7136,11.1111,24.7778,35.8889,11.8889,6.4444,3.0,14.0,18.6667,64.4444,70.49,91.2489,20.0,35.7778,0.5544,0.5187,0.3815,0.6185,0.4024,0.2284,0.1457,0.2505,0.6863,0.1921,0.1103,0.087,14.0612,90.0425,12.7764,9
TCU,0.3333,202.7778,27.3333,60.8889,0.4508,7.8889,23.5556,0.3358,16.1111,22.4444,0.7143,9.4444,22.2222,31.6667,15.5556,9.0,4.8889,11.4444,16.7778,78.6667,73.5478,106.7767,-0.3333,202.7778,23.5556,56.5556,0.4163,7.1111,22.4444,0.321,12.7778,17.5556,0.7312,8.0,21.8889,29.8889,14.6667,6.4444,3.3333,15.8889,19.4444,67.0,72.7856,92.1156,19.4444,37.3333,0.5251,0.5151,0.3829,0.6171,0.3723,0.2655,0.1567,0.3043,0.7262,0.2104,0.1226,0.0663,14.5246,91.0321,15.7446,9
Tarleton St.,-0.4286,200.0,25.7143,55.7143,0.4616,5.4286,15.2857,0.3436,18.2857,24.0,0.749,8.5714,18.2857,26.8571,11.2857,8.1429,3.5714,14.1429,21.0,75.1429,72.6871,103.2343,0.4286,200.0,27.1429,55.4286,0.4989,9.4286,25.4286,0.376,18.4286,26.1429,0.6951,10.4286,19.4286,29.8571,15.5714,6.5714,4.1429,15.1429,20.5714,82.1429,72.5614,113.7343,20.2857,40.4286,0.4876,0.5122,0.2792,0.7208,0.4467,0.3404,0.1935,0.3155,0.626,0.1547,0.1119,0.0488,14.5374,113.2886,-10.0544,7
Temple,0.3333,200.0,24.8889,54.8889,0.4591,6.8889,19.6667,0.3567,18.8889,26.2222,0.7182,7.4444,22.0,29.4444,12.2222,5.0,4.3333,8.2222,17.1111,75.5556,68.1211,110.9422,-0.3333,200.0,27.0,58.1111,0.4652,9.1111,24.4444,0.3732,12.4444,17.8889,0.7003,7.4444,22.3333,29.7778,13.7778,5.3333,4.0,8.8889,19.7778,75.5556,68.0511,111.0722,18.0,35.2222,0.5222,0.5222,0.3572,0.6428,0.5087,0.3657,0.122,0.2424,0.7606,0.1786,0.0735,0.0636,13.6242,111.1878,-0.2456,9
Tennessee,0.6,200.0,28.9,61.7,0.4673,7.4,21.4,0.344,15.7,21.6,0.7005,13.8,26.8,40.6,18.8,7.5,3.7,12.9,17.7,80.9,71.059,113.896,-0.6,200.0,22.5,58.5,0.3859,7.6,25.6,0.3023,13.4,19.7,0.6502,9.3,17.1,26.4,10.5,7.9,4.2,11.9,18.0,66.0,70.457,94.52,21.5,40.3,0.5349,0.527,0.3459,0.6541,0.3561,0.2602,0.1806,0.445,0.7387,0.264,0.1046,0.0516,14.2118,93.8465,20.0495,10
Tennessee Martin,-0.5,200.0,23.0,53.875,0.4318,8.625,26.75,0.3236,16.25,25.375,0.6435,10.375,23.125,33.5,14.0,7.75,3.875,15.25,19.5,70.875,70.8025,100.4287,0.5,200.0,24.25,56.0,0.4334,6.625,22.375,0.3041,16.875,24.375,0.6586,9.25,22.25,31.5,13.25,9.625,3.75,12.0,20.625,72.0,70.3275,103.1062,14.375,27.125,0.5295,0.5119,0.4935,0.5065,0.4731,0.3032,0.2118,0.3102,0.7164,0.1966,0.1088,0.0551,14.1605,102.3124,-1.8837,8
Tennessee St.,-1.0,200.0,23.6667,63.5,0.3735,6.0,22.3333,0.2717,16.5,21.8333,0.7655,12.0,20.3333,32.3333,11.0,10.5,2.5,13.6667,21.1667,69.8333,75.5383,92.5483,1.0,200.0,27.0,55.0,0.4942,6.3333,20.1667,0.336,21.0,28.1667,0.7522,7.8333,26.1667,34.0,14.5,7.5,3.8333,14.5,17.8333,81.3333,75.045,108.1883,17.6667,41.1667,0.43,0.4212,0.3555,0.6445,0.352,0.2658,0.1796,0.3075,0.7147,0.1464,0.139,0.0327,15.1077,107.6706,-15.1222,6
Tennessee Tech,-0.75,200.0,26.75,59.125,0.457,6.5,20.75,0.3249,13.0,18.375,0.6711,7.25,23.0,30.25,12.5,6.75,3.0,14.25,19.0,73.0,74.855,97.7125,0.75,200.0,28.625,62.125,0.4568,9.625,24.875,0.3669,16.375,22.375,0.7406,9.75,25.5,35.25,17.0,8.75,4.75,11.625,15.0,83.25,74.6288,110.5712,20.25,38.375,0.5339,0.5122,0.351,0.649,0.3266,0.2304,0.1913,0.2269,0.6947,0.1679,0.0919,0.0402,14.971,110.0463,-12.3338,8
Texas,0.7778,200.0,28.4444,58.6667,0.4877,7.6667,22.7778,0.3247,21.2222,29.4444,0.7207,11.3333,26.6667,38.0,13.4444,5.3333,3.2222,10.0,19.7778,85.7778,71.32,120.0456,-0.7778,200.0,24.5556,58.6667,0.4223,7.2222,19.8889,0.3588,16.3333,22.6667,0.7173,7.2222,20.0,27.2222,10.4444,4.3333,2.1111,9.6667,22.5556,72.6667,71.8789,101.2889,20.7778,35.8889,0.5919,0.5546,0.3918,0.6082,0.506,0.369,0.1394,0.3613,0.7835,0.188,0.0739,0.0447,14.264,102.3433,17.7022,9
Texas A&M,0.2,202.5,28.9,63.2,0.4578,11.4,31.2,0.3625,21.8,28.4,0.7718,10.1,23.6,33.7,20.7,9.0,2.9,12.0,19.1,91.0,78.592,115.904,-0.2,202.5,27.2,59.5,0.4627,9.0,25.1,0.3628,13.5,19.2,0.6872,8.5,22.3,30.8,17.0,7.1,3.5,15.6,20.4,76.9,75.721,101.995,17.5,32.0,0.5478,0.5476,0.493,0.507,0.4548,0.3498,0.1524,0.3067,0.7381,0.2633,0.1142,0.0368,15.5181,98.0938,17.8102,10
Texas A&M Corpus Chris,-1.0,200.0,21.6667,59.3333,0.3687,5.5,19.3333,0.2732,13.5,20.8333,0.6382,8.1667,21.8333,30.0,13.0,7.5,2.3333,11.6667,20.0,62.3333,72.7283,85.8483,1.0,200.0,25.1667,55.5,0.456,7.0,20.3333,0.3468,18.1667,24.5,0.7253,7.8333,29.0,36.8333,16.6667,6.5,6.8333,12.0,17.3333,75.5,71.305,105.1833,16.1667,40.0,0.4065,0.416,0.329,0.671,0.3567,0.232,0.1614,0.2133,0.7285,0.1772,0.1039,0.0323,14.5457,103.0095,-17.1611,6
Texas Southern,-0.3333,204.6667,23.6667,57.6667,0.414,5.5,17.0,0.3447,16.1667,24.8333,0.6468,7.6667,19.6667,27.3333,7.5,5.5,2.5,14.8333,23.1667,69.0,76.6317,90.1083,0.3333,204.1667,31.0,61.3333,0.5048,9.0,27.0,0.3263,22.8333,31.3333,0.7395,9.5,27.8333,37.3333,17.6667,9.3333,3.3333,11.0,20.5,93.8333,77.7167,120.8217,18.1667,40.6667,0.4487,0.4615,0.2936,0.7064,0.4383,0.2835,0.1938,0.2161,0.6657,0.098,0.0717,0.0321,15.0194,122.9126,-32.8042,6
Texas St.,0.2,202.5,25.0,55.7,0.4526,4.4,13.4,0.3433,14.4,19.7,0.7096,9.7,22.6,32.3,12.4,8.0,4.9,14.0,18.2,68.8,69.357,98.848,-0.2,202.5,24.2,55.2,0.4377,7.4,20.3,0.357,14.9,21.1,0.6843,7.9,19.1,27.0,11.4,9.4,4.7,13.0,16.4,70.7,70.325,100.552,20.6,42.3,0.4943,0.493,0.2422,0.7578,0.3633,0.2644,0.2026,0.3338,0.7488,0.1784,0.1143,0.0709,13.7071,101.7747,-2.9267,10
Texas Tech,0.5556,200.0,28.2222,63.7778,0.4448,10.6667,29.2222,0.3612,14.3333,21.3333,0.693,12.8889,24.0,36.8889,15.7778,7.4444,3.5556,10.4444,16.2222,81.4444,71.4656,113.7733,-0.5556,200.0,25.8889,59.8889,0.4328,5.5556,18.8889,0.3021,12.6667,18.4444,0.6987,8.6667,23.1111,31.7778,9.6667,5.5556,3.0,12.0,19.2222,70.0,71.9811,97.6367,17.5556,34.5556,0.5038,0.5272,0.4536,0.5464,0.3428,0.2295,0.1461,0.3536,0.7322,0.2186,0.1037,0.0506,14.2931,98.3147,15.4587,9
The Citadel,-0.1429,200.0,23.1429,55.5714,0.4116,6.8571,23.5714,0.2913,11.4286,17.8571,0.6444,8.4286,20.1429,28.5714,10.2857,3.7143,1.7143,9.5714,17.1429,64.5714,65.1957,97.7514,0.1429,200.0,29.2857,57.8571,0.5069,9.4286,24.0,0.4049,12.2857,19.2857,0.627,9.1429,23.0,32.1429,16.0,6.0,3.8571,6.8571,16.1429,80.2857,64.7314,123.8657,16.2857,32.0,0.4942,0.4737,0.4295,0.5705,0.3202,0.2023,0.15,0.2676,0.6907,0.1551,0.0583,0.0257,13.0391,122.8689,-25.1175,7
Toledo,0.25,200.0,30.125,61.25,0.4916,7.5,21.5,0.3536,14.0,18.375,0.7616,9.75,18.75,28.5,17.0,8.125,2.625,12.0,14.5,81.75,72.23,112.9988,-0.25,199.875,31.125,61.375,0.5099,9.125,25.25,0.3574,9.0,13.25,0.6732,9.375,20.875,30.25,16.125,7.125,4.25,13.625,17.375,80.375,71.9175,111.8475,22.625,39.75,0.5642,0.555,0.3557,0.6443,0.3036,0.2309,0.1664,0.3166,0.6663,0.2353,0.1139,0.0362,14.446,111.2253,1.7735,8
Towson,-0.1111,200.0,25.0,57.7778,0.4313,5.7778,20.6667,0.2856,11.1111,16.7778,0.6494,11.1111,21.4444,32.5556,9.1111,6.4444,3.0,10.4444,16.2222,66.8889,65.0789,102.62,0.1111,200.0,25.3333,55.2222,0.4637,7.0,23.2222,0.2961,11.2222,16.0,0.6769,6.6667,19.7778,26.4444,11.0,5.6667,2.2222,9.2222,15.0,68.8889,65.3778,105.8356,19.2222,37.1111,0.5141,0.48,0.355,0.645,0.2922,0.1924,0.1605,0.3576,0.7623,0.139,0.1001,0.0463,13.0158,105.6395,-3.0195,9
Troy,-0.3333,222.2222,28.1111,64.1111,0.4393,8.8889,28.3333,0.3114,19.3333,26.5556,0.7347,10.3333,25.8889,36.2222,14.4444,8.2222,3.1111,14.3333,20.7778,84.4444,80.7233,103.9878,0.3333,222.2222,30.2222,67.4444,0.4497,8.3333,23.3333,0.3564,17.0,24.5556,0.67,12.1111,24.1111,36.2222,15.5556,8.3333,4.8889,13.7778,20.3333,85.7778,80.7744,105.7256,19.2222,35.7778,0.545,0.5088,0.447,0.553,0.4122,0.3006,0.1797,0.2894,0.6856,0.1785,0.1054,0.0397,14.5229,105.8052,-1.8174,9
Tulane,0.5556,202.7778,24.1111,53.4444,0.4511,7.6667,23.2222,0.3314,19.5556,25.2222,0.7817,5.0,20.3333,25.3333,12.3333,7.8889,4.5556,8.8889,17.6667,75.4444,69.3156,108.8133,-0.5556,202.8889,26.4444,56.7778,0.4678,10.3333,25.5556,0.4142,14.4444,21.7778,0.6672,8.5556,24.0,32.5556,15.6667,5.5556,2.5556,11.1111,19.3333,77.6667,69.6778,111.3133,16.4444,30.2222,0.5363,0.523,0.433,0.567,0.4766,0.3722,0.1283,0.1697,0.7015,0.1775,0.1154,0.0663,13.6703,111.7115,-2.8982,9
Tulsa,0.0,200.0,28.0,58.0,0.4821,11.5,27.625,0.4216,19.5,24.625,0.8045,8.625,22.5,31.125,16.75,7.25,1.75,10.125,15.0,87.0,71.1975,121.6288,0.0,200.0,25.75,57.125,0.4512,8.375,23.375,0.3539,12.625,17.0,0.7335,7.25,19.875,27.125,13.875,5.375,2.0,11.875,18.0,72.5,69.825,103.255,16.5,30.375,0.5424,0.5815,0.4772,0.5228,0.4203,0.3332,0.1432,0.302,0.7588,0.2363,0.1009,0.0255,14.2395,101.2686,20.3601,8
UAB,0.1111,200.0,28.2222,64.5556,0.4369,5.3333,20.7778,0.2497,17.3333,24.5556,0.7036,12.7778,24.7778,37.5556,13.8889,7.8889,3.3333,10.0,15.1111,79.1111,73.4411,107.6489,-0.1111,200.0,25.3333,59.2222,0.4264,6.8889,23.1111,0.2976,14.5556,19.4444,0.7644,7.4444,22.6667,30.1111,13.7778,7.6667,3.6667,11.6667,17.7778,72.1111,72.68,100.2256,22.8889,43.7778,0.5248,0.4781,0.3194,0.6806,0.3867,0.2744,0.1365,0.36,0.7688,0.1903,0.1048,0.046,14.6882,98.933,8.7159,9
UC Davis,-0.1429,200.0,25.5714,54.0,0.4783,7.2857,22.8571,0.3327,15.8571,21.2857,0.7681,6.4286,21.8571,28.2857,14.2857,7.0,3.1429,13.7143,17.2857,74.2857,71.3986,104.2714,0.1429,200.0,24.8571,57.1429,0.4403,6.5714,20.1429,0.3516,15.8571,21.2857,0.765,8.7143,21.1429,29.8571,13.1429,7.1429,2.7143,13.4286,20.2857,72.1429,71.9657,100.3929,18.2857,31.1429,0.5922,0.5481,0.4262,0.5738,0.4141,0.3067,0.1917,0.2293,0.7229,0.2003,0.0972,0.0442,14.2797,100.8814,3.3901,7
UC Irvine,0.5556,202.7778,23.4444,56.6667,0.4097,5.3333,16.5556,0.3166,16.6667,25.1111,0.6581,9.0,27.6667,36.6667,13.0,6.3333,6.7778,12.2222,17.5556,68.8889,71.8156,96.0967,-0.5556,202.7778,23.4444,63.5556,0.3699,6.1111,20.8889,0.2874,12.6667,19.6667,0.6518,11.7778,25.4444,37.2222,12.1111,6.5556,2.7778,11.7778,21.1111,65.6667,72.8978,90.2033,18.1111,40.1111,0.4468,0.4565,0.2968,0.7032,0.4558,0.3034,0.17,0.262,0.6968,0.1817,0.0877,0.094,14.1869,91.4524,4.6443,9
UC Riverside,-0.5556,200.0,25.2222,53.7778,0.4739,6.6667,19.8889,0.3302,16.0,22.1111,0.7283,7.3333,24.4444,31.7778,11.3333,4.2222,3.8889,13.6667,18.2222,73.1111,70.6133,104.2411,0.5556,200.0,27.3333,59.7778,0.4587,6.6667,20.5556,0.3269,15.0,22.2222,0.6698,9.3333,22.0,31.3333,12.7778,7.6667,3.1111,9.2222,18.7778,76.3333,70.2222,109.0278,18.5556,33.8889,0.5459,0.5373,0.372,0.628,0.421,0.3074,0.1909,0.2433,0.7345,0.1607,0.0588,0.0549,14.1227,108.5988,-4.3577,9
UC San Diego,0.0,200.0,28.75,56.5,0.5124,10.25,25.0,0.4104,13.0,19.5,0.6454,5.75,24.875,30.625,15.75,6.625,2.0,9.125,16.375,80.75,69.135,117.2575,0.0,200.0,25.375,60.375,0.4206,8.875,26.375,0.3329,12.375,18.125,0.6748,9.875,23.125,33.0,12.0,5.125,2.5,10.375,17.0,72.0,69.4838,103.725,18.5,31.5,0.5984,0.6042,0.4423,0.5577,0.3567,0.239,0.1303,0.1927,0.7152,0.2288,0.0964,0.0283,13.827,104.5159,12.7416,8
UC Santa Barbara,0.25,206.25,25.875,56.625,0.4585,8.875,23.125,0.3692,21.125,26.625,0.7808,9.875,22.0,31.875,14.875,7.125,2.5,11.0,20.75,81.75,70.3988,116.2438,-0.25,206.25,25.125,53.125,0.4765,7.875,19.875,0.3852,19.125,26.125,0.7363,7.625,18.875,26.5,12.75,6.5,4.375,11.75,20.75,77.25,69.66,110.9575,17.0,33.5,0.5157,0.5372,0.4094,0.5906,0.4812,0.3833,0.1573,0.3502,0.7508,0.2111,0.1023,0.0355,13.6655,109.7704,6.4734,8
UCF,0.7778,200.0,31.5556,63.1111,0.5031,8.2222,21.2222,0.3998,16.6667,22.1111,0.7623,12.1111,23.7778,35.8889,18.1111,4.6667,3.0,12.0,18.3333,88.0,73.5044,119.8922,-0.7778,200.0,24.4444,58.7778,0.4137,8.3333,26.5556,0.3108,17.8889,23.2222,0.753,8.7778,17.3333,26.1111,12.8889,6.1111,3.6667,11.4444,19.8889,75.1111,72.4733,103.47,23.3333,41.8889,0.555,0.57,0.3372,0.6628,0.3585,0.2702,0.1627,0.3974,0.7276,0.246,0.0643,0.0405,14.7009,101.808,18.0842,9
UCLA,0.5556,200.0,27.5556,57.3333,0.4838,7.2222,19.3333,0.3859,14.8889,20.6667,0.7144,9.0,21.2222,30.2222,16.1111,6.7778,3.2222,10.4444,16.2222,77.2222,68.5944,113.2867,-0.5556,200.0,22.6667,55.5556,0.407,7.4444,23.8889,0.3098,12.2222,17.3333,0.7069,9.0,19.1111,28.1111,13.5556,6.2222,2.8889,13.2222,18.8889,65.0,68.0089,95.6033,20.3333,38.0,0.539,0.5471,0.3359,0.6641,0.3702,0.2682,0.1515,0.3211,0.7016,0.2329,0.1004,0.0469,13.7189,95.3082,17.9785,9
UMBC,-0.25,203.125,26.25,56.0,0.4694,7.875,23.125,0.3395,12.0,16.5,0.7558,7.125,22.5,29.625,13.75,4.0,3.125,13.0,13.75,72.375,69.7125,104.2512,0.25,203.125,29.0,61.375,0.4749,7.25,19.25,0.3604,11.125,14.875,0.7408,8.125,22.625,30.75,12.125,8.125,2.125,9.5,15.0,76.375,69.8162,109.7725,18.375,32.875,0.5638,0.5399,0.414,0.586,0.3015,0.2182,0.185,0.2426,0.7356,0.1991,0.0574,0.046,13.7225,109.8664,-5.6152,8
UMass Lowell,-0.75,200.0,23.125,54.5,0.4224,5.0,17.375,0.2945,16.125,24.75,0.6526,8.5,20.25,28.75,12.625,5.125,2.25,15.0,16.5,67.375,72.7587,93.1938,0.75,200.0,30.75,64.75,0.4765,9.125,24.0,0.3822,14.0,18.875,0.7412,11.75,23.75,35.5,16.75,10.875,4.375,11.0,19.125,84.625,72.9662,115.8,18.125,37.125,0.485,0.4669,0.3141,0.6859,0.4685,0.3052,0.2041,0.2643,0.6227,0.1749,0.0708,0.0314,14.5518,115.9124,-22.7186,8
UNC Asheville,0.1111,202.7778,25.5556,53.2222,0.4816,6.8889,17.5556,0.3914,15.5556,22.1111,0.7006,6.4444,21.8889,28.3333,10.7778,5.5556,2.4444,13.1111,18.5556,73.5556,70.3911,104.5211,-0.1111,202.7778,27.1111,60.6667,0.4483,6.6667,22.3333,0.2973,15.1111,21.1111,0.7044,10.6667,21.3333,32.0,13.1111,7.2222,2.6667,9.5556,19.5556,76.0,69.5833,109.0233,18.6667,35.6667,0.5191,0.5464,0.3299,0.6701,0.4253,0.2967,0.1848,0.2334,0.6792,0.1528,0.0803,0.0343,13.8771,107.966,-3.4448,9
UNC Greensboro,-0.2,202.5,23.8,55.2,0.4292,7.6,23.2,0.322,18.1,26.2,0.6968,7.1,22.2,29.3,11.2,5.0,1.9,12.2,16.4,73.3,72.746,101.372,0.2,202.5,30.0,63.4,0.4752,11.0,28.1,0.3953,13.2,18.7,0.6883,10.2,25.1,35.3,14.8,7.4,3.0,8.8,20.0,84.2,70.881,119.138,16.2,32.0,0.4924,0.4985,0.4242,0.5758,0.4818,0.3329,0.1662,0.2262,0.687,0.1545,0.0686,0.0266,14.3785,115.8984,-14.5264,10
UNC Wilmington,0.3333,200.0,26.1111,57.2222,0.4583,8.2222,22.2222,0.3601,17.4444,24.0,0.7227,11.3333,25.2222,36.5556,13.5556,4.8889,1.5556,9.3333,16.3333,77.8889,66.6211,117.1711,-0.3333,200.0,22.7778,58.0,0.3951,8.4444,27.6667,0.2982,11.2222,14.7778,0.7724,8.2222,18.7778,27.0,11.1111,5.0,2.8889,10.3333,19.6667,65.2222,67.1289,97.2356,17.8889,35.0,0.5174,0.5312,0.3935,0.6065,0.4387,0.3196,0.1407,0.3734,0.7561,0.2014,0.0736,0.0236,13.3242,97.808,19.3632,9
UNLV,-0.1111,200.0,28.7778,62.5556,0.4606,6.3333,22.2222,0.2854,19.3333,28.3333,0.6664,10.2222,22.5556,32.7778,16.1111,8.4444,3.7778,12.2222,23.0,83.2222,78.0167,106.6222,0.1111,200.0,27.1111,60.1111,0.4497,8.3333,25.3333,0.3217,22.2222,30.3333,0.7454,10.2222,24.1111,34.3333,16.1111,6.8889,3.7778,13.8889,22.1111,84.7778,78.1856,108.2478,22.4444,40.3333,0.56,0.5117,0.3572,0.6428,0.462,0.3171,0.1558,0.2988,0.6901,0.2068,0.1083,0.0483,15.6033,108.4412,-1.819,9
USC,0.2,207.5,29.1,59.5,0.4935,8.3,21.2,0.4031,23.0,31.4,0.7243,9.9,24.5,34.4,16.5,6.3,6.5,12.4,20.0,89.5,76.915,116.969,-0.2,207.5,26.7,64.5,0.4187,7.6,25.8,0.2983,17.5,22.7,0.7741,11.3,20.7,32.0,13.0,7.2,3.0,13.1,23.7,78.5,77.082,102.164,20.8,38.3,0.5447,0.565,0.357,0.643,0.538,0.3954,0.1623,0.3272,0.695,0.2121,0.0817,0.0821,14.8165,102.8089,14.1601,10
