team,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,possessions,raw_off_eff,efg,tov_rate,orb_rate,ft_rate,games_played
Eastern Illinois,200.0,21.5,53.875,0.39775,4.75,16.75,0.2855,14.0,18.0,0.780625,6.375,18.875,25.25,11.125,5.5,2.75,12.125,17.0,61.75,68.17625,90.59375,0.4424875916357302,0.17700412999802484,0.24813710358352323,0.34327418521309366,8
Eastern Kentucky,200.0,25.875,63.375,0.409125,9.5,31.5,0.304125,13.25,18.625,0.729,11.25,21.375,32.625,12.375,5.625,3.25,12.625,19.125,74.5,73.59625,101.575,0.4841422309258838,0.17041092799666463,0.3440059912661899,0.29700441415166356,8
Eastern Michigan,200.0,25.8,58.4,0.44349999999999995,6.3,18.1,0.3452,12.6,17.2,0.7258,9.0,23.4,32.4,13.5,6.4,3.4,12.2,16.6,70.5,69.768,100.775,0.4993202204568896,0.17568822698904957,0.2667223335833883,0.3049503865910241,10
Eastern Washington,206.25,27.875,58.625,0.476125,7.625,21.875,0.356875,13.5,19.0,0.707,8.25,22.375,30.625,12.75,6.75,2.375,14.25,18.875,76.875,73.6525,104.21875,0.5406719130339184,0.19398567578063988,0.26171973377055047,0.3251129719049583,8
Elon,203.125,29.5,63.5,0.469375,10.5,29.0,0.3715,15.625,21.875,0.717,12.0,23.125,35.125,16.5,6.5,3.875,10.375,17.75,85.125,72.26625,118.33749999999999,0.5531497232284923,0.14253775048157022,0.3354495372238776,0.3422060523507756,8
Evansville,200.0,22.5,54.75,0.4155,6.125,22.5,0.26425,15.5,22.0,0.679375,8.125,19.375,27.5,12.375,4.75,4.0,12.75,17.625,66.625,69.8225,95.23625,0.470627997613075,0.18274580432830345,0.29621229921394393,0.4201247787052872,8
FDU,200.0,22.875,59.75,0.38637499999999997,9.375,30.0,0.314375,10.875,16.75,0.6525,9.625,21.125,30.75,11.875,4.5,2.5,13.0,18.875,66.0,71.08125,92.73,0.46491407220810055,0.18445827744574245,0.3130088601532567,0.28096103038958825,8
Fairfield,202.5,26.5,65.1,0.40549999999999997,7.6,23.8,0.3316,12.8,17.8,0.7296,12.3,23.8,36.1,10.9,6.5,3.5,10.8,16.8,73.4,72.05600000000001,101.938,0.4649595786579407,0.1511598829014944,0.3503021790144917,0.280962720589507,10
Florida,200.0,28.0,65.0,0.42977777777777776,7.444444444444445,27.22222222222222,0.2758888888888889,18.77777777777778,26.11111111111111,0.7244444444444444,15.444444444444445,28.444444444444443,43.888888888888886,14.777777777777779,5.555555555555555,4.777777777777778,13.333333333333334,19.333333333333332,82.22222222222223,75.29333333333334,109.19111111111111,0.4876392849024347,0.17602792735716935,0.3499961880035692,0.4063732905749082,9
Florida A&M,205.0,23.8,59.8,0.4022,7.0,21.0,0.3332,13.0,20.2,0.607,7.8,18.6,26.4,11.8,9.2,3.4,17.6,19.8,67.6,79.194,85.702,0.4620690524110752,0.22266436646101,0.2904406382667252,0.33323291765805824,5
Florida Atlantic,203.125,26.625,59.25,0.450125,8.375,24.0,0.340625,15.125,19.875,0.759375,11.125,22.25,33.375,12.625,5.875,5.75,11.25,17.0,76.75,68.81625,111.63,0.5200724159827579,0.16473594675801478,0.33214913505660537,0.3366620050404322,8
Florida Gulf Coast,205.55555555555554,30.11111111111111,65.77777777777777,0.46299999999999997,8.11111111111111,23.22222222222222,0.35588888888888887,16.333333333333332,21.77777777777778,0.7543333333333333,10.777777777777779,21.88888888888889,32.666666666666664,15.666666666666666,9.0,2.6666666666666665,11.444444444444445,21.11111111111111,84.66666666666667,76.78666666666668,110.58666666666666,0.5249305155671773,0.1490439829069922,0.3307553092511403,0.34644846856842937,9
Florida International,200.0,26.5,62.5,0.4315,9.166666666666666,25.166666666666668,0.385,16.166666666666668,23.5,0.6671666666666667,9.833333333333334,20.833333333333332,30.666666666666668,15.333333333333334,10.333333333333334,4.666666666666667,11.166666666666666,18.666666666666668,78.33333333333333,74.995,104.75999999999999,0.5075616419476455,0.14798796727105243,0.3093198360928437,0.3990810392658984,6
Florida State,200.0,28.77777777777778,69.0,0.4166666666666667,11.555555555555555,36.666666666666664,0.31344444444444447,15.11111111111111,22.0,0.6838888888888889,12.0,22.0,34.0,16.11111111111111,10.666666666666666,4.444444444444445,12.333333333333334,19.555555555555557,84.22222222222223,79.78555555555555,105.69999999999999,0.5000698987135852,0.1551153905661362,0.36027945974923703,0.3211350458614177,9
Fordham,200.0,26.5,59.5,0.451,6.5,22.125,0.2985,10.25,15.25,0.68125,10.375,24.75,35.125,13.5,6.125,3.25,9.75,15.375,69.75,66.1175,105.51750000000001,0.5074637385615838,0.146866965415478,0.2892525793895178,0.26732260137180075,8
Fresno State,200.0,26.5,58.2,0.46129999999999993,7.9,25.0,0.32930000000000004,14.4,19.8,0.7174,8.3,22.7,31.0,13.7,7.6,2.0,13.1,16.8,75.3,72.405,104.301,0.5299316457511415,0.18082248449391986,0.2625001434306157,0.34921468084448615,10
Furman,200.0,26.625,56.0,0.476375,8.375,27.625,0.304625,12.125,18.25,0.6455,8.5,23.25,31.75,14.875,4.125,3.5,12.75,14.75,73.75,68.9175,107.07875,0.5506616343962656,0.1833529464787586,0.2614266402176946,0.32491206181926324,8
Gardner-Webb,200.0,23.0,58.1,0.39740000000000003,7.8,23.8,0.331,13.3,19.0,0.6965,8.1,20.5,28.6,10.0,5.4,2.8,14.9,17.7,67.1,73.924,90.56,0.46528991809651227,0.20266526987015437,0.27646546965226904,0.343309580669782,10
George Mason,200.0,26.0,54.55555555555556,0.48000000000000004,8.0,20.555555555555557,0.3903333333333333,19.444444444444443,26.333333333333332,0.744,9.222222222222221,24.444444444444443,33.666666666666664,13.88888888888889,5.555555555555555,3.2222222222222223,10.88888888888889,14.777777777777779,79.44444444444444,68.7311111111111,115.18666666666667,0.5523941118184235,0.15851376501346437,0.27042302287400327,0.5019843616944869,9
George Washington,200.0,29.181818181818183,59.45454545454545,0.4910909090909091,8.909090909090908,25.363636363636363,0.3470909090909091,21.09090909090909,27.90909090909091,0.7458181818181818,10.363636363636363,24.818181818181817,35.18181818181818,16.09090909090909,7.7272727272727275,3.6363636363636362,12.545454545454545,18.181818181818183,88.36363636363636,74.89272727272727,117.69909090909091,0.5673134716673204,0.16655189855370198,0.2954410103276637,0.4757916394346846,11
Georgetown,202.77777777777777,26.88888888888889,62.0,0.4341111111111111,6.555555555555555,22.333333333333332,0.29533333333333334,18.11111111111111,24.22222222222222,0.7446666666666667,10.333333333333334,23.11111111111111,33.44444444444444,15.555555555555555,8.0,5.111111111111111,7.555555555555555,18.666666666666668,78.44444444444444,70.72666666666666,110.87666666666667,0.48754493428532963,0.10676292893354075,0.30932757145703305,0.40186162726074115,9
Georgia,202.77777777777777,34.22222222222222,69.77777777777777,0.489,10.0,32.44444444444444,0.29533333333333334,21.444444444444443,27.666666666666668,0.778,13.0,29.0,42.0,17.444444444444443,11.11111111111111,8.777777777777779,11.0,17.666666666666668,99.88888888888889,80.91888888888889,123.30000000000001,0.5591585573495923,0.13588563143535623,0.30160029724975845,0.39836440344590385,9
Georgia Southern,200.0,26.3,61.1,0.43079999999999996,9.4,28.9,0.32930000000000004,16.5,24.3,0.6852,9.3,21.5,30.8,10.7,9.0,3.3,11.5,20.1,78.5,74.842,105.053,0.5079636286018534,0.15325453734087185,0.29814849654115505,0.3982220128923594,10
Georgia State,200.0,19.666666666666668,59.333333333333336,0.334,6.777777777777778,27.0,0.2587777777777778,15.11111111111111,19.77777777777778,0.758,8.666666666666666,21.11111111111111,29.77777777777778,9.444444444444445,7.888888888888889,2.4444444444444446,12.555555555555555,20.0,61.22222222222222,72.61666666666666,84.52222222222223,0.39178113835490236,0.17415602686970386,0.281656635174978,0.33470634826276763,9
Georgia Tech,202.5,26.3,61.9,0.4281,6.4,21.0,0.30779999999999996,13.4,20.9,0.6317,9.8,26.9,36.7,16.3,7.4,4.7,12.3,17.3,72.4,74.328,97.545,0.47939930541715847,0.16476149262725387,0.26961665081230296,0.3457811350341832,10
Gonzaga,200.0,35.7,68.4,0.522,7.8,21.9,0.367,13.7,19.0,0.6973,12.0,28.0,40.0,20.4,9.2,3.7,10.4,19.2,92.9,75.822,122.739,0.5801749054672021,0.13736233949609536,0.29859618778916486,0.29026548306369804,10
Grambling,200.0,22.125,50.625,0.43775000000000003,6.0,17.5,0.34375,16.5,23.75,0.7026249999999999,7.75,18.125,25.875,10.75,7.375,2.375,15.0,19.875,66.75,69.155,96.8125,0.4979058443345892,0.2170090948651512,0.2948062897416346,0.4668031111815796,8
Grand Canyon,200.0,25.666666666666668,57.888888888888886,0.44488888888888894,6.111111111111111,21.22222222222222,0.26355555555555554,16.666666666666668,22.11111111111111,0.7543333333333333,10.88888888888889,24.0,34.888888888888886,13.777777777777779,6.777777777777778,3.0,12.555555555555555,17.88888888888889,74.11111111111111,70.05777777777777,105.33111111111111,0.49837622335688614,0.18077396927678457,0.3062436185844505,0.39012345548999394,9
Green Bay,202.77777777777777,22.444444444444443,52.77777777777778,0.43044444444444446,6.555555555555555,22.0,0.29055555555555557,16.88888888888889,23.444444444444443,0.7043333333333334,5.888888888888889,20.555555555555557,26.444444444444443,11.555555555555555,4.222222222222222,2.7777777777777777,10.333333333333334,19.11111111111111,68.33333333333333,68.35666666666667,100.16555555555556,0.49196689697805657,0.15034936080956263,0.21649707862943157,0.4520548800709917,9
Hampton,200.0,23.0,55.625,0.42,6.125,20.375,0.306625,16.75,23.5,0.6890000000000001,10.25,20.375,30.625,11.125,6.875,3.125,11.375,20.375,68.875,67.91125,101.285,0.47621916807298165,0.16602076257514525,0.33335368376840757,0.4369339590102302,8
Harvard,200.0,25.3,55.0,0.4588,7.0,19.7,0.3525,11.1,13.8,0.8223,6.7,21.0,27.7,14.3,7.9,2.7,11.1,13.6,68.7,65.954,104.15599999999999,0.523409906610081,0.16896630250579506,0.24129260332504415,0.2665445688484128,10
Hawaii,200.0,26.22222222222222,56.22222222222222,0.4728888888888889,6.666666666666667,21.555555555555557,0.31266666666666665,20.11111111111111,28.666666666666668,0.7023333333333333,9.0,27.666666666666668,36.666666666666664,13.11111111111111,6.666666666666667,3.3333333333333335,14.444444444444445,19.11111111111111,79.22222222222223,75.28444444444443,105.08111111111111,0.5318709488142155,0.19253472110791325,0.24220018121373896,0.5280951706414607,9
High Point,200.0,30.444444444444443,61.666666666666664,0.49366666666666664,9.0,25.11111111111111,0.35511111111111116,18.555555555555557,24.666666666666668,0.7403333333333334,9.555555555555555,21.333333333333332,30.88888888888889,15.777777777777779,11.11111111111111,2.4444444444444446,8.88888888888889,17.88888888888889,88.44444444444444,72.71444444444445,122.42555555555555,0.5665638104829207,0.12062519669555999,0.3086140056088905,0.4083392212779369,9
Hofstra,200.0,26.444444444444443,57.77777777777778,0.45933333333333337,7.777777777777778,22.22222222222222,0.3538888888888889,14.666666666666666,19.555555555555557,0.748,9.0,21.77777777777778,30.77777777777778,13.88888888888889,5.666666666666667,3.5555555555555554,11.333333333333334,18.22222222222222,75.33333333333333,69.39888888888889,108.80555555555556,0.5270732906203193,0.16263443354957957,0.2949944297166519,0.3408543807652086,9
Holy Cross,200.0,24.0,54.22222222222222,0.4451111111111111,7.555555555555555,23.444444444444443,0.3188888888888889,10.88888888888889,15.666666666666666,0.7013333333333334,5.666666666666667,21.666666666666668,27.333333333333332,11.333333333333334,6.333333333333333,1.0,11.777777777777779,15.444444444444445,66.44444444444444,67.77222222222223,98.25888888888889,0.5154583595321469,0.17457120715800087,0.20841658341658342,0.2909190333803337,9
Houston,202.5,28.4,64.1,0.44190000000000007,9.1,27.4,0.33399999999999996,10.2,13.7,0.7502,11.8,23.3,35.1,17.2,9.3,4.6,9.7,17.7,76.1,68.50800000000001,111.329,0.5127538834834345,0.14057488209828942,0.33620902897501853,0.216183495015897,10
Houston Christian,200.0,25.714285714285715,55.142857142857146,0.46799999999999997,7.571428571428571,22.142857142857142,0.34371428571428575,11.714285714285714,19.714285714285715,0.5964285714285714,8.0,20.428571428571427,28.428571428571427,14.857142857142858,6.428571428571429,3.5714285714285716,9.142857142857142,15.0,70.71428571428571,65.64857142857143,108.23714285714286,0.5374840546298095,0.13804683658843037,0.2836571667351899,0.3652117445724371,7
Howard,199.125,23.125,56.375,0.41812499999999997,6.875,20.375,0.342375,16.0,22.5,0.7175,9.375,19.25,28.625,13.25,9.25,3.125,12.125,19.125,69.125,69.81125,99.2125,0.4787064523390001,0.1745688178791068,0.3241711946305214,0.4114368749291831,8
IU Indy,200.0,31.4,71.4,0.43920000000000003,10.3,32.3,0.3139,10.5,15.2,0.6847,9.5,18.5,28.0,19.1,9.0,3.3,13.0,22.9,83.6,82.12,101.649,0.511678857165083,0.15862149980305623,0.34091724427084974,0.21362696876985793,10
Idaho,200.0,24.625,57.0,0.434625,10.875,30.5,0.3625,16.0,21.125,0.7525,8.375,22.5,30.875,13.375,4.5,1.75,10.375,18.75,76.125,69.03625,110.24875,0.5306062335969575,0.14984256853665529,0.2656409942196233,0.3729534453261268,8
Idaho State,200.33333333333334,24.555555555555557,54.0,0.4524444444444444,8.777777777777779,25.11111111111111,0.3466666666666667,14.333333333333334,19.333333333333332,0.7356666666666667,8.88888888888889,19.333333333333332,28.22222222222222,13.0,6.222222222222222,3.888888888888889,12.777777777777779,16.88888888888889,72.22222222222223,67.07333333333332,107.4,0.5326531844446818,0.19106607903827344,0.3236696521729729,0.3701520712043411,9
Illinois,200.0,30.4,63.6,0.47709999999999997,9.8,28.9,0.33599999999999997,18.0,22.8,0.7729,12.4,27.2,39.6,14.0,4.0,5.3,9.5,14.3,88.6,71.529,123.646,0.5536660902619878,0.13250060292382554,0.31317770372629544,0.36222783051827084,10
Illinois State,200.0,27.77777777777778,59.77777777777778,0.4666666666666667,9.11111111111111,25.77777777777778,0.35444444444444445,15.555555555555555,22.444444444444443,0.6920000000000001,9.0,26.555555555555557,35.55555555555556,14.555555555555555,5.333333333333333,2.2222222222222223,9.333333333333334,17.333333333333332,80.22222222222223,70.77000000000001,113.39222222222222,0.542083313511885,0.1315650974159618,0.25166754687757387,0.3966101742599438,9
Illinois-Chicago,200.0,24.125,57.875,0.419625,5.875,21.125,0.268125,20.5,26.75,0.772625,12.375,20.375,32.75,11.75,7.25,5.0,13.25,18.0,74.625,71.455,104.34,0.47065830128304076,0.18394870401310853,0.38260566255871964,0.4692868142631966,8
Incarnate Word,200.0,25.285714285714285,58.0,0.43642857142857144,7.142857142857143,21.142857142857142,0.3267142857142857,15.571428571428571,22.285714285714285,0.7045714285714286,9.428571428571429,17.285714285714285,26.714285714285715,11.142857142857142,5.428571428571429,1.4285714285714286,9.714285714285714,20.857142857142858,73.28571428571429,68.87142857142858,106.13142857142857,0.49822068801268005,0.14110091321550366,0.3543400296566476,0.38732670678910536,7
Indiana,200.0,30.2,60.0,0.502,11.0,28.8,0.3804,16.8,22.2,0.7686,7.5,24.7,32.2,20.4,6.7,2.9,9.3,18.4,88.2,72.34700000000001,121.657,0.5926605509042778,0.12809901787504313,0.23324722653843427,0.3730463443428679,10
Indiana State,200.0,25.125,59.625,0.42325,7.625,27.875,0.2755,11.625,14.875,0.803625,7.25,21.875,29.125,15.75,7.25,2.0,12.375,15.25,69.5,71.81625,97.655,0.4870070797976074,0.17073674535761746,0.24648005220585864,0.24824491173790184,8
Iona,204.54545454545453,28.727272727272727,62.81818181818182,0.45972727272727276,10.090909090909092,27.0,0.37418181818181817,14.181818181818182,19.545454545454547,0.7310909090909091,7.909090909090909,24.818181818181817,32.72727272727273,15.727272727272727,7.909090909090909,2.727272727272727,11.272727272727273,15.818181818181818,81.72727272727273,75.46818181818182,108.42454545454547,0.5403517200666578,0.14729168419030486,0.236695310174012,0.3150640933655647,11
Iowa,200.0,26.77777777777778,51.77777777777778,0.5153333333333333,8.0,21.22222222222222,0.37277777777777776,18.333333333333332,24.88888888888889,0.7134444444444444,7.666666666666667,20.0,27.666666666666668,16.77777777777778,8.0,1.7777777777777777,9.333333333333334,19.11111111111111,79.88888888888889,65.26777777777778,121.71555555555557,0.5923310953141345,0.142568994211954,0.2815811867502689,0.4948885616581895,9
Iowa State,200.0,35.111111111111114,64.0,0.548888888888889,10.222222222222221,23.333333333333332,0.4242222222222222,14.11111111111111,20.333333333333332,0.6897777777777778,9.666666666666666,22.444444444444443,32.111111111111114,19.22222222222222,11.11111111111111,3.111111111111111,9.88888888888889,16.666666666666668,94.55555555555556,73.88222222222223,127.40111111111112,0.6290761220874344,0.13352850294951704,0.30505799824596314,0.3188670969892897,9
Jackson State,200.0,20.22222222222222,57.111111111111114,0.353,7.888888888888889,26.11111111111111,0.3031111111111111,10.222222222222221,13.777777777777779,0.7142222222222222,6.333333333333333,18.77777777777778,25.11111111111111,8.777777777777779,7.0,2.4444444444444446,14.777777777777779,19.0,58.55555555555556,72.10222222222222,80.94666666666666,0.4226405693029488,0.20627662866285432,0.25001076392887206,0.2379899384267664,9
Jacksonville,203.125,24.0,57.875,0.415875,7.75,24.75,0.298,10.625,16.375,0.6455,10.0,19.875,29.875,11.5,6.5,2.125,13.25,19.875,66.375,68.90375,96.065,0.4804818789676969,0.19267051234934332,0.32545330842631853,0.2866429447997402,8
Jacksonville State,200.0,21.4,57.2,0.3708,7.8,26.0,0.2918,11.6,19.8,0.5232,10.0,25.2,35.2,13.4,5.0,3.4,11.4,16.8,62.2,68.00399999999999,91.474,0.4367543859649123,0.1670077220278203,0.28512790865732046,0.357322966507177,5
James Madison,200.0,25.7,58.4,0.44329999999999997,10.5,27.6,0.3852,13.7,19.3,0.7257,8.5,22.2,30.7,14.5,6.1,4.8,9.9,20.2,75.6,68.968,110.032,0.5347397127842107,0.14126977317008327,0.26053267477203645,0.33760329425699365,10
Kansas,200.0,25.7,55.8,0.4603,7.1,20.9,0.3358,16.1,21.3,0.7466999999999999,8.1,27.4,35.5,14.6,4.7,6.4,10.4,15.4,74.6,68.21700000000001,109.45899999999999,0.5239343194289362,0.15121052503800764,0.23260206535422548,0.38553068964995013,10
Kansas City,200.0,23.88888888888889,59.44444444444444,0.40044444444444444,4.333333333333333,19.22222222222222,0.22722222222222221,12.555555555555555,18.77777777777778,0.6677777777777778,9.0,20.11111111111111,29.11111111111111,10.555555555555555,7.555555555555555,2.0,14.555555555555555,18.88888888888889,64.66666666666667,73.91777777777777,87.28333333333333,0.4370538607558586,0.19508122610240883,0.30789174821475873,0.32158898297316374,9
Kansas State,200.0,30.8,62.8,0.4918,10.7,26.6,0.4035,14.4,20.6,0.7332,9.6,23.1,32.7,19.3,6.7,4.1,13.5,19.0,86.7,76.482,113.396,0.5772838059106258,0.17568518576339387,0.2878862237641121,0.3333503104721635,10
Kennesaw State,206.85714285714286,29.428571428571427,64.0,0.46471428571428575,8.571428571428571,26.571428571428573,0.33499999999999996,23.285714285714285,33.714285714285715,0.6924285714285715,12.428571428571429,26.142857142857142,38.57142857142857,13.142857142857142,7.0,4.857142857142857,14.714285714285714,25.285714285714285,90.71428571428571,82.30142857142857,110.5,0.5318031809201315,0.17764036278346418,0.3230522736413803,0.5273507659230311,7
Kent State,206.25,29.875,61.875,0.48925,11.75,29.625,0.383625,22.375,30.75,0.729375,10.625,24.0,34.625,17.75,7.25,4.375,14.0,20.375,93.875,79.855,117.82,0.5854850074088774,0.17528834570287594,0.30067840357474507,0.5069637615615754,8
Kentucky,200.0,31.1,63.8,0.4831,9.1,27.7,0.3165,14.2,18.6,0.7516,10.1,28.4,38.5,19.1,7.2,4.4,10.0,15.3,85.5,72.535,117.701,0.5528683539461164,0.13710939036245678,0.26322540313267273,0.2991019103338901,10
La Salle,200.0,24.0,56.22222222222222,0.4288888888888889,5.111111111111111,16.0,0.319,14.11111111111111,19.555555555555557,0.7114444444444445,10.777777777777779,21.444444444444443,32.22222222222222,14.88888888888889,6.444444444444445,2.6666666666666665,12.777777777777779,14.88888888888889,67.22222222222223,67.50888888888889,99.31555555555556,0.4745862590754396,0.19105650482841766,0.33690652239039337,0.35502721548255123,9
Lafayette,200.0,23.5,56.9,0.4131,7.6,20.7,0.3555,14.0,19.5,0.7323000000000001,7.4,21.0,28.4,12.1,5.1,2.4,11.4,16.6,68.6,70.163,97.7,0.4815876577116881,0.16301820735051603,0.264913762215479,0.33956163267703143,10
Lamar,200.0,24.857142857142858,61.142857142857146,0.406,6.714285714285714,20.0,0.33971428571428575,10.0,15.0,0.655,11.142857142857142,22.0,33.142857142857146,13.714285714285714,7.428571428571429,5.714285714285714,11.142857142857142,19.285714285714285,66.42857142857143,68.26714285714286,97.33428571428571,0.46106810911814033,0.16105889865746054,0.33045285147849934,0.252322440965287,7
Le Moyne,200.0,25.88888888888889,53.666666666666664,0.48355555555555557,9.0,22.555555555555557,0.404,15.666666666666666,21.0,0.751,6.888888888888889,23.555555555555557,30.444444444444443,15.555555555555555,5.222222222222222,4.0,12.666666666666666,18.11111111111111,76.44444444444444,69.42,110.23555555555555,0.5681881237598767,0.18256611243094456,0.22472478208844848,0.3910674813546156,9
Lehigh,205.0,23.6,55.8,0.42139999999999994,7.7,23.3,0.3221,12.9,18.9,0.6759999999999999,6.7,19.5,26.2,11.5,6.9,3.0,12.7,17.8,67.8,70.776,95.458,0.49120451680632493,0.17960059624444097,0.24871314463246677,0.34501959446571034,10
Liberty,200.0,28.142857142857142,55.857142857142854,0.5,10.714285714285714,27.428571428571427,0.3907142857142857,8.285714285714286,13.714285714285714,0.6067142857142857,5.0,20.571428571428573,25.571428571428573,16.571428571428573,6.285714285714286,3.142857142857143,9.142857142857142,16.285714285714285,75.28571428571429,66.51571428571428,113.17714285714285,0.5947761159802664,0.13699414544313676,0.19379731379731377,0.2516542914558407,7
Lindenwood,200.0,25.625,61.625,0.41700000000000004,4.875,19.0,0.25725,17.375,25.25,0.69075,11.0,23.75,34.75,12.75,8.625,4.875,13.375,19.125,73.5,75.99249999999999,96.8125,0.4565630453132794,0.1758671750754623,0.32267698087996527,0.4119226016283427,8
Lipscomb,200.0,27.77777777777778,63.333333333333336,0.4402222222222222,10.88888888888889,31.11111111111111,0.3545555555555555,12.0,16.11111111111111,0.7383333333333333,9.11111111111111,23.444444444444443,32.55555555555556,18.555555555555557,8.333333333333334,2.6666666666666665,11.88888888888889,18.0,78.44444444444444,73.76333333333334,106.87333333333333,0.5257940407450054,0.15880330087612926,0.2771272473498373,0.26464656749879545,9
Little Rock,200.0,24.11111111111111,55.44444444444444,0.4361111111111111,6.0,16.11111111111111,0.38011111111111107,8.11111111111111,14.0,0.551888888888889,9.222222222222221,17.444444444444443,26.666666666666668,12.444444444444445,7.555555555555555,3.4444444444444446,14.88888888888889,16.0,62.333333333333336,67.76,91.91111111111111,0.4907363205572699,0.21987661015901735,0.3383824051177874,0.25222115455551813,9
Long Beach State,205.0,26.2,61.0,0.42779999999999996,7.2,23.4,0.308,11.2,16.2,0.6624,9.1,18.6,27.7,12.2,6.1,2.2,12.0,20.8,70.8,71.595,99.311,0.48650156462160954,0.16603878221547383,0.3315535329560575,0.2686140884221038,10
Long Island University,202.77777777777777,28.555555555555557,58.666666666666664,0.48411111111111116,5.666666666666667,15.333333333333334,0.3766666666666667,13.88888888888889,21.88888888888889,0.632,10.444444444444445,21.11111111111111,31.555555555555557,13.0,8.444444444444445,5.111111111111111,14.555555555555555,18.333333333333332,76.66666666666667,73.17444444444445,104.56888888888889,0.5324706739516052,0.19730911600360868,0.3281957247120853,0.3798244353366138,9
Longwood,205.55555555555554,23.11111111111111,55.666666666666664,0.4208888888888889,5.222222222222222,18.666666666666668,0.2886666666666666,22.11111111111111,28.88888888888889,0.7625555555555555,9.333333333333334,21.333333333333332,30.666666666666668,11.88888888888889,8.555555555555555,1.7777777777777777,13.11111111111111,19.333333333333332,73.55555555555556,73.16666666666667,100.39444444444445,0.46836892945099884,0.18065991256612796,0.3058367790619312,0.533558122749647,9
Louisiana,200.0,20.3,53.0,0.38330000000000003,6.3,22.0,0.274,10.5,15.5,0.6667,7.4,20.3,27.7,8.8,4.6,2.7,12.2,21.8,57.4,65.162,88.234,0.44166181067103183,0.1873579781141322,0.2658610544577561,0.29823329299591983,10
Louisiana State,202.77777777777777,30.555555555555557,60.55555555555556,0.517,6.666666666666667,21.11111111111111,0.30866666666666664,20.666666666666668,26.77777777777778,0.7624444444444445,10.333333333333334,29.666666666666668,40.0,15.777777777777779,6.111111111111111,4.333333333333333,11.11111111111111,17.333333333333332,88.44444444444444,74.05444444444444,119.36999999999999,0.5730001841747336,0.150542898731426,0.25721555371543414,0.4526104211388123,9
Louisiana Tech,200.0,25.833333333333332,60.833333333333336,0.42416666666666664,4.333333333333333,18.5,0.22966666666666669,10.0,16.833333333333332,0.62,11.333333333333334,24.333333333333332,35.666666666666664,10.833333333333334,5.666666666666667,5.166666666666667,10.5,16.166666666666668,66.0,67.99666666666667,97.955,0.4601481967106967,0.15385246399246447,0.3132954463836817,0.2810460103168437,6
Louisiana-Monroe,200.0,24.0,58.375,0.412375,7.25,23.875,0.305125,13.625,19.5,0.717875,7.0,19.875,26.875,12.375,6.0,2.5,12.0,13.25,68.875,72.64,94.75875,0.474810473313484,0.16581587185017982,0.26977528870911227,0.34382847401212213,8
Louisville,200.0,30.444444444444443,64.55555555555556,0.47022222222222226,12.666666666666666,35.22222222222222,0.358,20.22222222222222,26.22222222222222,0.774888888888889,12.444444444444445,29.0,41.44444444444444,19.22222222222222,8.555555555555555,3.888888888888889,10.555555555555555,19.77777777777778,93.77777777777777,75.12111111111112,125.04777777777778,0.568363795463442,0.14017109767254063,0.2969857590302687,0.4132213075119007,9
Loyola (IL),200.0,22.3,52.9,0.42460000000000003,8.4,25.2,0.3316,14.6,21.0,0.6813,8.0,20.6,28.6,13.7,3.6,4.5,11.4,15.6,67.6,66.274,101.463,0.5041656406321252,0.17608236779605396,0.2798619115480974,0.39599492596116226,10
Loyola (MD),200.0,25.333333333333332,57.111111111111114,0.444,7.333333333333333,25.22222222222222,0.29277777777777775,12.666666666666666,19.77777777777778,0.6046666666666667,7.666666666666667,19.333333333333332,27.0,12.222222222222221,6.222222222222222,3.5555555555555554,12.333333333333334,16.666666666666668,70.66666666666667,71.1711111111111,99.33333333333333,0.5079144133247533,0.1720424955368688,0.2830581628649127,0.35240115702234,9
Loyola Marymount,202.77777777777777,26.333333333333332,59.333333333333336,0.4452222222222222,9.333333333333334,26.22222222222222,0.3538888888888889,11.333333333333334,17.77777777777778,0.6582222222222222,9.333333333333334,23.333333333333332,32.666666666666664,13.555555555555555,6.888888888888889,3.5555555555555554,11.666666666666666,17.22222222222222,73.33333333333333,70.11222222222221,104.90444444444444,0.5244802611654237,0.16703439501646342,0.2831725529308949,0.29698162408080603,9
Maine,200.0,21.666666666666668,49.25,0.44308333333333333,5.75,17.583333333333332,0.333,10.75,17.416666666666668,0.62075,6.416666666666667,18.833333333333332,25.25,10.25,8.0,3.8333333333333335,14.416666666666666,18.5,59.833333333333336,65.52083333333333,91.75666666666666,0.5018554744965487,0.2199476613983903,0.25603041930106724,0.3629843532637063,12
Manhattan,205.55555555555554,24.666666666666668,58.0,0.426,7.666666666666667,21.333333333333332,0.358,18.88888888888889,24.88888888888889,0.7512222222222222,7.888888888888889,20.555555555555557,28.444444444444443,11.555555555555555,8.444444444444445,3.2222222222222223,11.88888888888889,16.0,75.88888888888889,73.82222222222222,103.12555555555555,0.4925765739929014,0.16241156422720832,0.27979012624173916,0.43193070176211124,9
