Rank,Team,Current_AdjEM,AdjO,AdjD,AdjT,Games,Preseason_AdjEM,SurpriseZ,CollapseFactor,FinalPreseasonWeight,Blended_AdjEM
115,Seattle,11.019506947918842,107.2,96.2,71.3,8,-1.99,1.6261883684898553,0.6103001261961845,7.3236015143542135,4.801879538622735
116,Florida Atlantic,8.864804290526791,115.1,106.2,70.8,9,0.06,1.1006005363158489,0.7463575840073619,8.956291008088343,4.4731184206719705
117,Miami OH,9.513197015809666,114.8,105.3,72.7,8,-0.43,1.2428996269762083,0.7126973051847721,8.552367662217266,4.3756917143068
118,Boston College,0.8022564259709384,97.9,97.1,69.2,11,8.15,-0.9184679467536327,0.7854709752980004,9.425651703576005,4.192957136091317
119,William & Mary,10.605359256466642,109.5,98.9,77.5,9,-6.93,2.19191990705833,0.4426771705276626,5.312126046331951,4.096889561851431
120,Bradley,3.375627419177391,104.7,101.4,70.9,10,4.62,-0.15554657260282612,0.9014414328954968,10.817297194745962,4.022241045424151
121,Lipscomb,8.81453620797123,108.0,99.2,72.9,9,-1.7,1.3143170259964037,0.6948345283040709,8.33801433964885,3.7579967473748
122,Davidson,9.621518416349204,113.2,103.6,67.7,9,-3.52,1.6426898020436504,0.6055804520171831,7.266965424206198,3.750788537556285
123,Columbia,9.787810234267823,109.0,99.2,71.3,10,-8.19,2.2472262792834776,0.4263713549976993,5.1164562599723915,3.7028735181618937
124,Rhode Island,7.979941000274536,106.4,98.4,69.9,11,-1.93,1.238742625034317,0.7137176450128705,8.564611740154445,3.641761527947365
125,Drake,1.8912715130061173,111.4,109.5,68.6,9,4.68,-0.3485910608742353,0.8788612792153215,10.546335350583858,3.3959456781654342
126,Rutgers,-1.659919073782234,104.2,105.9,69.2,11,10.34,-1.4999898842227792,0.6456590834173748,7.747909001008497,3.299262294024149
127,Hofstra,8.939020964181907,110.8,101.9,69.5,10,-4.86,1.7248776205227383,0.5817951085871332,6.981541303045599,3.2658942977732446
128,Pacific,9.25074147700471,106.3,97.1,68.1,9,-7.97,2.1525926846255885,0.4543496769324065,5.4521961231888785,2.7540914786897144
129,Bowling Green,9.663037349705732,107.9,98.2,71.2,8,-7.63,2.1616296687132164,0.4516625374764236,5.419950449717083,2.6788531746823563
130,Cal Baptist,6.664480541146716,107.8,101.2,70.9,11,-3.93,1.3243100676433395,0.6922859007193691,8.307430808632429,2.105981022421103
131,North Texas,0.7588138103940167,99.4,98.6,67.2,10,3.14,-0.2976482737007479,0.885220317268393,10.622643807220715,1.9853535774243232
132,Georgia Tech,-3.1612765439345623,96.4,99.6,73.5,10,8.23,-1.4239095679918203,0.6662579499442327,7.9950953993307925,1.8997881888649586
133,UNLV,-0.6423970336583551,103.6,104.2,76.8,10,4.21,-0.6065496292072944,0.8418609894272646,10.102331873127175,1.7961521617076441
134,Northern Colorado,3.5928049167303584,108.7,105.1,70.3,7,0.58,0.3766006145912948,0.8752370538652503,10.502844646383004,1.7849261044815776
135,Hawaii,6.696830251120545,100.5,93.8,72.8,10,-4.99,1.4608537813900682,0.656328566720546,7.875942800646552,1.5477420265060622
136,Furman,2.00122671557493,107.2,105.2,70.0,8,1.2,0.10015333944686625,0.9071915555390937,10.886298666469123,1.5393896198400943
137,High Point,5.3879499373409345,113.2,107.8,73.9,10,-2.81,1.0247437421676169,0.7632005949983196,9.158407139979836,1.469035244132286
138,Wright St.,7.386777378829038,107.6,100.2,68.6,9,-6.5,1.7358471723536297,0.578588906546056,6.943066878552672,1.3392066822219362
139,Marshall,4.9523216823690035,108.5,103.6,72.6,11,-3.15,1.0127902102961255,0.7657831693002919,9.189398031603503,1.2644723070269976
140,St. Bonaventure,5.457528270173725,108.2,102.7,70.5,11,-4.13,1.1984410337717155,0.7234962059512672,8.681954471415207,1.2283505197656222
141,Troy,-0.43692593270010605,106.1,106.6,70.4,10,2.65,-0.38586574158751324,0.87401790963109,10.488214915573081,1.1433163062665186
142,Southern Illinois,5.67067440778861,107.2,101.6,73.7,10,-4.15,1.2275843009735763,0.7164457038031096,8.597348445637316,1.1306852742990932
143,UC Santa Barbara,-0.5199129339649886,110.8,111.3,68.0,9,2.36,-0.35998911674562356,0.8773975360703253,10.528770432843904,1.0327676227842073
144,Kent St.,0.15309873325688272,109.9,109.8,77.4,9,1.65,-0.18711265834288965,0.8980245043555488,10.776294052266586,0.9687747226511327
145,Winthrop,6.498925847509909,115.1,108.6,72.5,10,-6.91,1.6761157309387387,0.5959603503796206,7.151524204555447,0.9079208375827594
146,Idaho St.,7.011780837071214,108.9,101.9,65.8,9,-7.74,1.8439726046339018,0.5466719532920762,6.560063439504914,0.7924862620139312
147,Washington St.,1.1060382014987198,107.9,106.8,69.7,10,0.2,0.11325477518733998,0.9058593635736045,10.870312362883254,0.6341277627976766
148,Cornell,1.1678008507377626,113.4,112.2,76.7,9,0.1,0.13347510634222032,0.9037696632973088,10.845235959567706,0.5842576664857759
149,Kennesaw St.,-2.247852757731394,107.4,109.6,78.3,7,2.54,-0.5984815947164243,0.8431456546575136,10.117747855890162,0.5820923601472863
150,New Mexico St.,2.6628958893738996,106.4,103.7,69.2,7,-0.9,0.44536198617173745,0.8659443480627894,10.391332176753473,0.5340633007374954
151,Montana St.,3.2279663135617653,104.9,101.6,68.3,9,-1.97,0.6497457891952206,0.8348371960448683,10.01804635253842,0.4898581765372412
152,South Dakota St.,1.1806282853653443,106.0,104.9,70.7,10,-0.81,0.24882853567066804,0.8910397358973425,10.692476830768111,0.1520058060934658
153,Middle Tennessee,3.8627827341049255,107.9,104.0,68.9,7,-2.54,0.8003478417631157,0.8083900047687274,9.700680057224728,0.14369186076021667
154,Stephen F. Austin,6.296703672383302,108.1,101.8,71.2,8,-7.92,1.7770879590479127,0.5664776927845708,6.7977323134148495,-0.23411766545057278
155,Southern Mississippi,-0.5193271792481795,107.0,107.6,69.6,9,0.0,-0.06491589740602244,0.9106909624058491,10.92829154887019,-0.2345381490315761
156,Loyola Marymount,3.4880954300666644,101.1,97.6,69.8,9,-3.8,0.911011928758333,0.7869747876757358,9.443697452108829,-0.24361663159356461
157,Towson,0.794685235579351,104.8,104.0,65.3,9,-1.66,0.3068356544474189,0.8840953670291912,10.609144404350294,-0.5333742449612942
158,Charleston,-2.1632575975384754,104.0,106.1,69.6,10,0.96,-0.3904071996923094,0.8734166102583751,10.480999323100502,-0.5649537135699016
159,Oakland,2.1945072041479676,114.7,112.5,75.8,10,-3.94,0.7668134005184959,0.8145459832962478,9.774551799554974,-0.8377768667879366
160,North Dakota St.,2.7387952188419007,104.6,101.9,72.4,10,-4.85,0.9485994023552375,0.7793152981936906,9.351783578324287,-0.9285034681030517
161,Colgate,3.736497483641628,108.9,105.2,69.3,9,-5.91,1.2058121854552035,0.7217231986646063,8.660678383975275,-0.9940802677460614
162,Temple,-1.6220924041823963,112.7,114.3,69.1,10,-0.64,-0.12276155052279954,0.9048819842493678,10.858583810992414,-1.1108336927768012
163,Western Kentucky,4.246584427009154,105.4,101.2,75.2,8,-6.41,1.3320730533761442,0.6902978914722933,8.283574697667518,-1.1744987664603563
164,Oregon St.,-1.7361827624939963,103.9,105.7,67.2,11,-1.0,-0.09202284531174953,0.9080097552095499,10.896117062514598,-1.3698377371802362
165,Robert Morris,0.06415007354155478,104.0,103.9,68.5,10,-2.74,0.3505187591926944,0.8786147864280477,10.543377437136572,-1.375010196292042
166,Austin Peay,2.0548173322591907,99.7,97.6,71.9,9,-4.59,0.8306021665323988,0.802703447442696,9.632441369312351,-1.380363924674471
167,Siena,1.8402119843466949,102.8,100.9,67.4,11,-5.19,0.8787764980433369,0.7933877471336558,9.520652965603869,-1.4214877622346678
168,Duquesne,-1.4974500974870324,106.1,107.6,74.9,10,-1.59,0.01156873781412096,0.9157625503977893,10.98915060477347,-1.545905837136678
169,Quinnipiac,0.08337245361207124,104.2,104.1,73.7,10,-3.2,0.4104215567015089,0.8707373647967054,10.448848377560465,-1.5943484772398826
170,Mercer,5.397363763182582,109.5,104.1,72.9,8,-13.05,2.305920470397823,0.40924084570284086,4.91089014843409,-1.6194240746553086
171,Idaho,3.6255171390433105,111.1,107.4,68.0,8,-6.63,1.2819396423804137,0.7030099542516736,8.436119451020083,-1.638302455038769
172,Toledo,0.22885485697889862,110.5,110.3,72.1,9,-3.4,0.4536068571223623,0.8647916596632298,10.377499915958758,-1.7145558583688865
173,Florida Gulf Coast,-2.218883407433907,105.3,107.5,73.1,10,-1.37,-0.10611042592923836,0.9065879325366252,10.879055190439502,-1.7765717532192786
174,Louisiana Tech,-3.722773805901795,98.1,101.8,66.2,7,-0.68,-0.3803467257377244,0.8747453476673318,10.496944172007982,-1.8973220896131033
175,Arkansas St.,-2.402965392059869,105.6,108.0,75.7,10,-1.61,-0.09912067400748362,0.9072958372720807,10.88755004726497,-1.9896354240997742
176,Montana,-4.828251919646263,105.9,110.8,72.6,8,0.16,-0.6235314899557829,0.8391290762050704,10.069548914460844,-2.048467712507964
177,Iona,0.11782002953282245,105.3,105.2,75.0,12,-4.91,0.6284775036916028,0.8383262590519661,10.059915108623594,-2.1750012451404066
178,South Alabama,-3.344489835533608,103.8,107.1,68.1,10,-1.34,-0.250561229441701,0.8908377033336569,10.690052440003882,-2.3088181513053874
179,Youngstown St.,0.48333957320653553,102.7,102.3,69.0,9,-4.84,0.6654174466508169,0.832227795739178,9.986733548870136,-2.316656211794269
180,Saint Joseph's,-7.506449821530424,100.0,107.5,71.3,9,3.35,-1.357056227691303,0.683852316774471,8.206227801293652,-2.3286443561108516
181,Fordham,-0.32246498930217626,101.8,102.1,65.6,9,-4.79,0.558441876337228,0.8493957588880254,10.192749106656304,-2.695051805093633
182,Massachusetts,0.40027557912691236,103.1,102.7,75.5,11,-6.49,0.8612844473908641,0.7968073947337803,9.561688736805364,-2.803871280682956
183,Marist,2.3752441764062127,97.8,95.5,70.7,8,-7.75,1.2656555220507766,0.7070735987873394,8.484883185448073,-2.8362889048098525
184,UT Arlington,1.5205129122419976,99.2,97.7,68.3,8,-6.88,1.0500641140302496,0.7576655130279145,9.091986156334974,-2.948092807749703
185,Ohio,-1.538308024126053,108.3,109.8,71.8,10,-4.52,0.37271149698424333,0.8757457787445354,10.508949344934425,-3.066150792161176
186,UT Rio Grande Valley,1.7164520570818524,101.9,100.2,70.8,8,-7.75,1.1833065071352316,0.7271146037793176,8.725375245351811,-3.2220527733629427
187,Portland St.,-2.3414967063368692,99.6,102.0,72.1,6,-4.04,0.21231291170789135,0.8952216810741555,10.742660172889865,-3.431314184440037
188,Tulane,-7.492331369685317,105.1,112.6,70.1,10,0.84,-1.0415414212106646,0.7595383677912393,9.114460413494871,-3.5191768689440295
189,Vermont,-2.4199450743702897,111.3,113.7,67.4,10,-4.61,0.2737568657037138,0.8881012946165077,10.657215535398091,-3.5498111657997455
190,Milwaukee,-7.981807365969956,104.2,112.1,72.9,9,0.74,-1.0902259207462446,0.748707144002403,8.984485728028837,-3.62466560572222
191,Harvard,-3.8442543238298867,104.6,108.5,67.2,10,-3.47,-0.04678179047873582,0.9124450965924421,10.949341159109306,-3.64864730016445
192,Northeastern,-2.6129686591187493,98.3,101.0,72.8,9,-4.66,0.25587891761015635,0.8902156059388286,10.682587271265945,-3.7239806741857113
193,Queens,-2.482355527381756,113.4,115.9,70.5,10,-4.96,0.3097055590772805,0.8837420024221682,10.604904029066018,-3.7575462204904277
194,Chattanooga,-8.837642757585627,106.3,115.2,66.3,8,0.92,-1.2197053446982034,0.7183625107430661,8.620350128916794,-3.776720674065158
195,CSUN,-8.060357641363495,104.0,112.0,76.0,10,0.77,-1.1037947051704369,0.7456312812225457,8.94757537467055,-3.890415629309527
196,Weber St.,1.379541676674478,105.7,104.3,73.0,9,-9.77,1.3936927095843097,0.6742715245978494,8.091258295174192,-3.8988187588620375
197,Brown,-4.157732590089111,96.8,100.9,69.5,11,-3.66,-0.06221657376113887,0.9109540648614627,10.931448778337552,-3.9096441774693935
198,Texas A&M Corpus Chris,-4.483663972922869,95.5,100.0,71.0,6,-4.33,-0.019207996615358658,0.9150526851554303,10.980632221865163,-4.384296202019499
199,Southeast Missouri,-3.4924976274806454,104.2,107.7,73.9,8,-5.07,0.19718779656491936,0.8969119892806355,10.762943871367627,-4.397396645927559
200,Fresno St.,0.38178062629661724,103.6,103.3,71.1,10,-10.2,1.322722578287077,0.692691564062641,8.312298768751692,-4.421489743082674
201,Rice,-5.603871346360918,100.5,106.1,68.5,10,-3.52,-0.2604839182951148,0.8896743743397432,10.676092492076918,-4.527865169475064
202,Elon,0.9206124965471219,114.5,113.6,71.6,9,-11.07,1.4988265620683903,0.6459783970380762,7.751740764456915,-4.627952335443589
203,Nebraska Omaha,-6.423893316516995,102.1,108.5,71.5,9,-3.21,-0.4017366645646244,0.871905860614501,10.462870327374013,-4.696165162800815
204,Old Dominion,-4.895286422395486,102.9,107.8,71.8,10,-4.74,-0.019410802799435745,0.915033765986144,10.980405191833729,-4.814014977773608
205,James Madison,-5.79577710409761,106.7,112.5,68.9,10,-3.93,-0.2332221380122012,0.8928446962565773,10.714136355078928,-4.830726475926735
206,Charlotte,-1.098890465113655,106.4,107.5,65.6,10,-8.91,0.9763886918607931,0.7735267769241042,9.282321323089251,-4.859082372394097
207,Lamar,-4.82405245010392,96.2,101.0,69.0,7,-4.9,0.009493443737009999,0.9159544611569348,10.991453533883217,-4.870450811643909
208,UNC Asheville,-5.983605661869973,103.9,109.9,68.0,10,-4.18,-0.22545070773374665,0.893733652745095,10.72480383294114,-5.0502642864118314
209,Northern Kentucky,-3.9768336646664437,103.3,107.3,73.3,9,-5.98,0.2503957919166946,0.8908570075789178,10.690284090947014,-5.064396297446468
210,Nicholls,-6.399998379561794,101.1,107.5,72.3,8,-4.1,-0.28749979744522425,0.88645189124679,10.63742269496148,-5.087260274000689
211,Appalachian St.,-4.294204882257844,101.0,105.3,65.3,10,-5.92,0.20322438971776946,0.8962402825239782,10.75488339028774,-5.1366686330297835
212,Radford,-9.663721782613067,99.0,108.7,77.1,10,-0.1,-1.1954652228266334,0.7242100067060042,8.690520080472051,-5.216883715079332
213,Cal Poly,-5.334834711338445,102.1,107.4,78.6,9,-5.18,-0.019354338917305647,0.9150390337131163,10.980468404557396,-5.249743730418659
214,North Alabama,-8.483010597992646,98.2,106.7,70.2,8,-2.66,-0.7278763247490807,0.8215007440451048,9.858008928541256,-5.268582231666877
215,Illinois Chicago,-6.003272260529798,104.2,110.2,69.5,9,-4.66,-0.1679090325662247,0.9001155531316356,10.801386637579627,-5.270535543092951
216,Indiana St.,-4.1331416411345,98.8,103.0,72.3,9,-6.51,0.29710729485818743,0.8852862603611027,10.623435124333232,-5.41988886021981
217,Incarnate Word,-3.8330734547399317,109.0,112.9,66.6,8,-6.75,0.36461581815750854,0.8767990443409052,10.521588532090862,-5.490096600156669
218,Purdue Fort Wayne,-7.724272911787395,105.1,112.8,72.0,10,-3.32,-0.5505341139734243,0.850605636289742,10.207267635476903,-5.499548957947699
219,UC Davis,-1.533055691113148,104.1,105.6,71.4,8,-8.9,0.9208680386108565,0.7849852595017707,9.419823114021249,-5.516753563722615
220,Eastern Kentucky,-8.796661563833098,102.6,111.4,71.5,9,-2.65,-0.7683326954791372,0.8142704182063358,9.77124501847603,-5.597058334172717
221,Buffalo,-0.6734772061447671,110.2,110.9,69.2,10,-11.66,1.3733153492319041,0.6796190318885745,8.155428382662894,-5.608629268177137
222,Monmouth,-6.512449096759539,103.7,110.2,69.2,10,-4.99,-0.19030613709494237,0.8976730315794075,10.772076378952889,-5.722930627148159
223,San Jose St.,-4.613884186137227,105.2,109.9,67.2,10,-6.77,0.26951447673284656,0.8886062129496068,10.663274555395283,-5.726546888014997
224,Stony Brook,0.5676016615660444,105.5,105.0,69.0,9,-15.1,1.9584502076957555,0.5124623560189393,6.149548272227271,-5.7922363346901635
225,Dartmouth,-6.08508830848028,102.0,108.1,73.3,8,-5.63,-0.056886038560035046,0.9114715775692752,10.937658930831303,-5.822246912944188
226,San Diego,-8.658081329329548,102.0,110.7,72.5,9,-3.47,-0.6485101661661934,0.835041541806237,10.020498501674844,-5.92486373345338
227,Lindenwood,-0.2602918682552797,101.7,102.0,76.5,8,-11.92,1.45746351646809,0.6572456376018962,7.886947651222755,-6.048660388279271
228,Tennessee Martin,-2.32712980148591,100.7,103.0,68.3,8,-9.23,0.8628587748142613,0.7965013527413727,9.558016232896472,-6.084829107365348
229,Wofford,-6.324547820411226,101.7,108.0,69.7,10,-5.91,-0.05181847755140323,0.9119610400683137,10.943532480819764,-6.107935959843868
230,LIU,-3.1409962227491235,103.6,106.7,73.2,10,-9.23,0.7611254721563596,0.815574838191191,9.786898058294293,-6.152709279993243
231,Utah Tech,-5.063882607780272,102.4,107.5,67.9,9,-7.08,0.252014674027466,0.8906679778652257,10.688015734382708,-6.158370478021844
232,Samford,-9.236764115434411,102.4,111.6,69.4,11,-2.81,-0.8033455144293014,0.8078321949826714,9.693986339792058,-6.226181112183381
233,American,-6.706106616964334,101.0,107.7,72.6,9,-5.95,-0.09451332712054172,0.9077598205570586,10.893117846684703,-6.292076068976442
234,USC Upstate,-2.046479373536812,101.9,104.0,71.0,10,-11.49,1.1804400783078985,0.7277965749256549,8.733558899107859,-6.449035452194344
235,Delaware,-11.146659993598362,99.2,110.3,67.1,9,-1.62,-1.1908324991997952,0.7253189735466595,8.703827682559915,-6.463017085330529
236,Valparaiso,-3.227399655740939,98.5,101.8,69.6,9,-9.49,0.7828250430323827,0.8116259470712178,9.739511364854614,-6.482269328642186
237,Cal St. Fullerton,-1.41051322450555,106.5,107.9,78.3,10,-13.07,1.4574358469368063,0.6572531174277044,7.8870374091324535,-6.551599826284507
238,Northern Arizona,-4.672840270242574,99.4,104.1,69.0,8,-8.0,0.41589496621967825,0.8699962992489283,10.43995559098714,-6.556543278712175
239,Tarleton St.,-2.1941469573956454,107.6,109.8,72.7,7,-9.96,0.9707316303255444,0.7747137941847285,9.296565530216743,-6.624268235080851
240,Abilene Christian,-7.497262479452658,99.3,106.8,67.3,7,-6.1,-0.1746578099315823,0.8993850709081349,10.792620850897618,-6.6497131332214705
241,Hampton,-7.595599066352307,99.6,107.2,69.6,9,-6.04,-0.19444988329403834,0.897215373199801,10.766584478397613,-6.748285825124287
242,Central Connecticut,-3.445417948891901,104.3,107.8,69.1,8,-9.71,0.7830727563885125,0.8115804956044993,9.738965947253991,-6.8847701327188755
243,Norfolk St.,-6.237693130969959,94.7,100.9,69.5,8,-7.43,0.14903835862875514,0.90213312575909,10.82559750910908,-6.92332524783742
244,UTEP,-7.523289492716728,98.6,106.1,65.9,6,-6.61,-0.11416118658959096,0.9057665660828446,10.869198792994135,-6.934836823819762
245,Bethune Cookman,-6.9443293947961,101.3,108.2,68.9,9,-6.98,0.004458825650487608,0.916418383183072,10.997020598196864,-6.963945836067998
246,UC Riverside,-7.812618627591419,104.9,112.7,69.9,10,-6.18,-0.20407732844892745,0.8961450624633737,10.753740749560484,-6.966662340679953
247,Navy,-6.35808574362764,98.5,104.9,70.2,10,-7.69,0.166489282046545,0.900268624288528,10.803223491462337,-7.049755829706402
248,FIU,-0.15210000457770434,104.4,104.6,75.1,6,-12.8,1.580987499427787,0.6231206384085016,7.477447660902019,-7.169304791093156
249,Presbyterian,-6.652470386458916,99.3,106.0,64.8,10,-7.81,0.1446912016926355,0.9025927276822476,10.831112732186972,-7.254326556904211
250,Portland,-1.7571477466399728,102.1,103.9,72.9,9,-13.6,1.4803565316700034,0.6510305444655314,7.812366533586378,-7.260281551243124
251,Southern,-10.567626736842044,100.3,110.9,77.0,7,-5.01,-0.6947033421052555,0.8272635050953955,9.927162061144745,-7.308281721257613
252,Tennessee Tech,-2.6236069046285166,103.4,106.0,74.0,8,-11.68,1.1320491369214354,0.7391472404972419,8.869766885966904,-7.385266987225516
253,Eastern Washington,-4.783312972885,108.9,113.6,72.0,9,-10.32,0.6920858783893751,0.8277118821059933,9.93254258527192,-7.688014199909997
254,Coastal Carolina,-3.3589651258798767,99.3,102.7,72.6,10,-12.62,1.1576293592650153,0.7331854393223001,8.7982252718676,-7.693452551938675
255,Penn,-5.990850733395092,103.9,109.9,72.5,9,-9.16,0.3961436583256135,0.872653584225899,10.471843010710788,-7.69520062873581
256,Georgia Southern,-5.292554039800606,105.2,110.5,75.3,11,-10.71,0.6771807450249243,0.8302476058052776,9.962971269663331,-7.867277716235195
257,Boston University,-10.680806533026939,107.6,118.3,65.1,11,-4.72,-0.7451008166283674,0.8184496746355,9.821396095626,-7.869110249964003
258,Texas St.,-10.35163150267833,96.8,107.2,69.4,10,-5.46,-0.6114539378347913,0.8410759131999936,10.092910958399923,-7.894506136420897
259,Jacksonville St.,-15.408818071029259,95.5,110.9,66.2,6,-1.39,-1.7523522588786573,0.5737523371617247,6.885028045940697,-7.917956953316412
260,SIUE,-9.20454515893843,96.7,105.9,69.4,8,-7.04,-0.27056814486730374,0.888480994364128,10.661771932369536,-7.967905524419768
261,Tennessee St.,-5.6815511037493565,95.3,100.9,74.7,7,-9.61,0.49105611203133037,0.8594504002126746,10.313404802552096,-8.021684900378407
262,Eastern Michigan,-3.8785481789326752,100.5,104.4,68.1,10,-12.88,1.1251814776334157,0.7407330785653239,8.888796942783888,-8.114502309314007
263,Missouri St.,-11.256459801737165,99.4,110.7,68.7,6,-6.59,-0.5833074752171457,0.8455387875353091,10.146465450423708,-8.32404878587148
264,Green Bay,-4.769311825633096,105.3,110.1,67.5,10,-12.73,0.995086021795863,0.7695721253565139,9.234865504278167,-8.591323713131079
265,Alabama St.,-6.667076405895102,105.3,112.0,71.0,9,-10.45,0.47286544926311214,0.8620665870381791,10.34479904445815,-8.690027602835318
266,East Carolina,-13.533392803924357,95.3,108.8,72.3,10,-3.04,-1.3116741004905448,0.6955065979998134,8.346079175997762,-8.75969231314171
267,Holy Cross,-7.6014505395637,102.9,110.5,67.9,9,-9.83,0.2785686825545375,0.8875261844801208,10.65031421376145,-8.809306644884057
268,New Orleans,-6.643577034879584,103.8,110.5,73.6,11,-11.17,0.565802870640052,0.8482623030272656,10.179147636327187,-8.819071932860888
269,Sacramento St.,-6.3467227753205435,98.7,105.0,75.3,7,-10.59,0.530409653084932,0.8536485202678744,10.243782243214493,-8.867469516037037
270,Pepperdine,-9.852587984919992,95.2,105.0,68.7,9,-8.21,-0.20532349811499895,0.8960058041417479,10.752069649700974,-8.958442675955414
271,UNC Greensboro,-12.645913167628976,101.2,113.9,70.8,10,-5.04,-0.950739145953622,0.7788733821601882,9.346480585922258,-8.971419533309602
272,Sacred Heart,-9.842396514524523,101.9,111.8,70.9,9,-8.83,-0.1265495643155654,0.9044900196900058,10.85388023628007,-9.288931378767494
273,Princeton,-13.533588219496892,94.7,108.3,69.0,12,-3.55,-1.2479485274371114,0.7114551336817352,8.537461604180823,-9.383391727903428
274,Central Arkansas,-3.917715934123777,97.6,101.6,72.7,10,-16.79,1.6090355082345278,0.6151843025528914,7.382211630634696,-9.38456486930012
275,Charleston Southern,-4.60415487086037,100.5,105.1,73.4,9,-14.53,1.2407306411424537,0.7132299554795788,8.558759465754946,-9.442362326251857
276,Drexel,-13.205560411153328,99.5,112.7,68.1,9,-5.87,-0.916945051394166,0.7857787556415937,9.429345067699124,-9.452332603674149
277,Evansville,-11.592396544430429,97.5,109.1,70.8,9,-7.76,-0.4790495680538036,0.8611818059495224,10.33418167139427,-9.543968387496097
278,Southeastern Louisiana,-12.394781129129512,94.6,107.0,68.6,10,-6.82,-0.696847641141189,0.8268954946047422,9.922745935256906,-9.618199177586222
279,South Dakota,-10.876247508642209,102.8,113.6,74.9,11,-8.52,-0.2945309385802761,0.8855998552499863,10.627198262999835,-9.718431820889464
280,Houston Christian,-9.954063425872121,104.4,114.3,65.3,9,-9.78,-0.021757928234015234,0.9148145315764321,10.977774378917186,-9.858415683505882
281,East Texas A&M,-7.360190262268603,100.9,108.3,72.9,9,-12.36,0.6249762172164246,0.8388949075594563,10.066738890713475,-9.99995888874845
282,Campbell,-11.67731413895828,99.7,111.4,73.6,8,-8.73,-0.368414267369785,0.8763058165892911,10.515669799071492,-10.003435601711185
283,Northwestern St.,-11.905725333823867,104.7,116.6,68.2,9,-8.37,-0.44196566672798343,0.8664167558501203,10.397001070201444,-10.010538549709134
284,Long Beach St.,-9.274219533236831,102.7,112.0,70.0,10,-10.79,0.189472558345396,0.897764878247593,10.773178538971116,-10.060318471523498
285,Morehead St.,-10.153058390574657,98.1,108.3,71.6,8,-10.06,-0.011632298821832032,0.9157566663813006,10.989079996575608,-10.099205012814284
286,Oral Roberts,-9.388511362749114,102.4,111.8,72.7,9,-10.99,0.20018607965636082,0.8965788452428248,10.758946142913898,-10.260538133410165
