date,team,opponent,location_value,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,possessions,raw_off_eff
2023-11-06,Villanova,American,1,200,32,59,0.542,10,27,0.37,16,19,0.842,8,29,37,19,5,2,7,19,90,67.03,134.28
2023-11-06,Morehead St.,Alabama,-1,200,27,63,0.429,7,23,0.304,12,19,0.632,12,15,27,7,6,3,14,25,73,74.03,98.62
2023-11-06,Alabama,Morehead St.,1,200,32,57,0.561,10,23,0.435,31,38,0.816,12,24,36,17,13,4,13,17,105,76.05,138.07
2023-11-06,Eastern Illinois,Illinois,-1,200,20,69,0.29,4,11,0.364,8,16,0.5,10,24,34,7,4,2,7,22,52,73.6,70.65
2023-11-06,Illinois,Eastern Illinois,1,200,29,58,0.5,10,31,0.323,12,23,0.522,8,38,46,15,4,5,12,13,80,72.92,109.7
2023-11-06,Georgia,Oregon,-1,200,22,65,0.338,10,30,0.333,17,30,0.567,8,29,37,11,8,4,16,26,71,87.25,81.38
2023-11-06,Oregon,Georgia,1,200,31,73,0.425,6,15,0.4,14,29,0.483,17,36,53,13,9,2,15,23,82,84.78,96.73
2023-11-06,Georgia St.,Belmont,-1,200,36,76,0.474,7,19,0.368,8,14,0.571,9,25,34,14,6,1,6,19,87,79.65,109.23
2023-11-06,Belmont,Georgia St.,1,200,32,60,0.533,8,20,0.4,17,22,0.773,5,26,31,19,3,4,12,13,89,77.45,114.91
2023-11-06,Chicago St.,Bowling Green State,-1,200,14,56,0.25,4,16,0.25,9,15,0.6,7,22,29,6,8,1,15,19,41,71.12,57.64
2023-11-06,Bowling Green State,Chicago St.,1,200,26,59,0.441,7,28,0.25,11,20,0.55,9,35,44,13,4,6,13,17,70,72.5,96.55
2023-11-06,Manhattan,Bryant,-1,200,24,63,0.381,1,16,0.063,12,15,0.8,9,32,41,7,8,4,12,20,61,73.12,83.42
2023-11-06,Bryant,Manhattan,1,200,21,61,0.344,9,23,0.391,8,20,0.4,13,26,39,12,5,7,13,14,59,70.5,83.69
2023-11-06,Delaware,Bucknell,-1,200,27,53,0.509,10,23,0.435,14,28,0.5,7,30,37,15,6,5,14,15,78,73.3,106.41
2023-11-06,Bucknell,Delaware,1,200,21,54,0.389,10,28,0.357,5,13,0.385,6,24,30,12,11,2,15,24,57,69.17,82.4
2023-11-06,Fairleigh Dickinson,Buffalo,-1,200,30,63,0.476,9,23,0.391,23,36,0.639,8,30,38,18,7,2,6,20,92,78.1,117.8
2023-11-06,Buffalo,Fairleigh Dickinson,1,200,30,72,0.417,11,31,0.355,15,20,0.75,13,30,43,15,2,4,13,25,86,81.5,105.52
2023-11-06,Maine,Charlotte,-1,200,18,54,0.333,6,24,0.25,10,19,0.526,6,19,25,11,8,1,5,18,52,62.02,83.84
2023-11-06,Charlotte,Maine,1,200,23,43,0.535,6,17,0.353,17,21,0.81,2,32,34,14,5,3,14,16,69,64.97,106.19
2023-11-06,Winthrop,Clemson,-1,200,18,52,0.346,5,18,0.278,15,18,0.833,4,23,27,6,5,0,14,13,56,70.55,79.38
2023-11-06,Clemson,Winthrop,1,200,27,62,0.435,13,32,0.406,11,12,0.917,9,29,38,21,7,6,10,17,78,68.7,113.54
2023-11-06,Brown,Colgate,-1,200,25,65,0.385,10,32,0.313,10,22,0.455,13,25,38,13,7,6,14,17,70,76.45,91.56
2023-11-06,Colgate,Brown,1,200,25,54,0.463,6,19,0.316,16,22,0.727,5,30,35,12,8,3,11,21,72,70.45,102.2
2023-11-06,Iona,Charleston,-1,200,29,70,0.414,5,20,0.25,6,8,0.75,11,25,36,7,10,6,11,19,69,73.8,93.5
2023-11-06,Charleston,Iona,1,200,25,59,0.424,5,28,0.179,16,20,0.8,8,29,37,11,7,6,13,12,71,73.5,96.6
2023-11-06,Towson,Colorado,-1,200,19,54,0.352,6,14,0.429,13,20,0.65,8,16,24,5,9,4,11,20,57,66.5,85.71
2023-11-06,Colorado,Towson,1,200,26,50,0.52,8,17,0.471,15,21,0.714,9,26,35,21,6,6,15,17,75,65.97,113.68
2023-11-06,SIUE,Dayton,-1,200,16,50,0.32,5,12,0.417,10,15,0.667,6,22,28,7,7,1,12,20,47,63.12,74.46
2023-11-06,Dayton,SIUE,1,200,20,48,0.417,5,23,0.217,18,22,0.818,6,27,33,17,6,3,10,16,63,62.45,100.88
2023-11-06,Cleveland St.,Duquesne,-1,200,28,64,0.438,9,20,0.45,12,19,0.632,14,25,39,10,7,6,12,25,77,71.03,108.41
2023-11-06,Duquesne,Cleveland St.,1,200,26,62,0.419,9,27,0.333,18,33,0.545,15,26,41,17,5,2,11,20,79,73.67,107.23
2023-11-06,Wagner,Fordham,-1,225,24,62,0.387,4,17,0.235,12,17,0.706,12,24,36,5,7,5,11,20,64,69.08,92.65
2023-11-06,Fordham,Wagner,1,225,26,61,0.426,8,27,0.296,8,19,0.421,13,24,37,14,5,7,10,15,68,67.03,101.45
2023-11-06,Monmouth,George Mason,-1,200,22,65,0.338,9,25,0.36,8,12,0.667,10,18,28,10,9,4,12,21,61,72.7,83.91
2023-11-06,George Mason,Monmouth,1,200,23,49,0.469,9,20,0.45,17,25,0.68,8,32,40,13,5,7,16,14,72,68.88,104.54
2023-11-06,Georgia Southern,Georgia Tech,-1,200,23,57,0.404,6,22,0.273,10,13,0.769,7,20,27,6,5,2,18,23,62,74.17,83.59
2023-11-06,Georgia Tech,Georgia Southern,1,200,27,60,0.45,13,29,0.448,17,27,0.63,14,19,33,17,10,4,11,16,84,69.83,120.3
2023-11-06,Hampton,Howard,-1,200,28,56,0.5,9,28,0.321,15,21,0.714,2,14,16,11,12,0,17,28,80,80.97,98.8
2023-11-06,Howard,Hampton,1,200,27,48,0.563,9,18,0.5,29,36,0.806,4,25,29,12,9,1,20,20,92,81.1,113.44
2023-11-06,Cornell,Lehigh,-1,200,26,57,0.456,11,30,0.367,21,31,0.677,7,25,32,15,7,0,15,18,84,79.72,105.36
2023-11-06,Lehigh,Cornell,1,200,29,64,0.453,7,29,0.241,13,16,0.813,6,29,35,16,11,1,15,27,78,80.6,96.77
2023-11-06,UMBC,Louisville,-1,200,35,69,0.507,11,21,0.524,12,22,0.545,12,23,35,13,8,3,11,26,93,78.45,118.55
2023-11-06,Louisville,UMBC,1,200,34,68,0.5,2,14,0.143,24,39,0.615,20,27,47,9,4,5,14,20,94,80.53,116.73
2023-11-06,Queens,Marshall,-1,200,27,70,0.386,7,26,0.269,12,20,0.6,13,27,40,15,10,4,18,14,73,84.5,86.39
2023-11-06,Marshall,Queens,1,200,36,74,0.486,8,26,0.308,9,16,0.563,12,24,36,15,11,9,12,18,89,81.6,109.07
2023-11-06,The Citadel,N.C. State,-1,200,21,53,0.396,4,17,0.235,13,24,0.542,7,29,36,8,5,0,12,10,59,69.4,85.01
2023-11-06,N.C. State,The Citadel,1,200,29,65,0.446,10,28,0.357,4,7,0.571,8,28,36,19,9,5,9,20,72,69.33,103.86
2023-11-06,Niagara,Notre Dame,-1,200,25,59,0.424,7,17,0.412,6,9,0.667,4,23,27,11,3,2,7,15,63,66.28,95.06
2023-11-06,Notre Dame,Niagara,1,200,27,53,0.509,3,17,0.176,13,16,0.813,4,29,33,9,3,1,7,13,70,63.6,110.06
2023-11-06,Oakland,Ohio St.,-1,200,24,61,0.393,14,35,0.4,11,15,0.733,9,15,24,12,5,0,9,29,73,68.12,107.16
2023-11-06,Ohio St.,Oakland,1,200,24,52,0.462,7,25,0.28,24,30,0.8,11,29,40,14,4,3,13,17,79,68.25,115.75
2023-11-06,Delaware St.,Penn St.,-1,200,19,66,0.288,1,16,0.063,6,7,0.857,13,20,33,7,11,3,21,16,45,77.33,58.2
2023-11-06,Penn St.,Delaware St.,1,200,27,55,0.491,12,32,0.375,13,21,0.619,9,29,38,13,11,7,21,14,79,76.97,102.63
2023-11-06,North Carolina A&T,Pittsburgh,-1,200,19,70,0.271,8,34,0.235,6,9,0.667,7,16,23,9,5,6,9,17,52,76.28,68.17
2023-11-06,Pittsburgh,North Carolina A&T,1,200,40,71,0.563,12,29,0.414,8,17,0.471,13,42,55,21,5,9,10,12,100,76.08,131.45
2023-11-06,Columbia,Providence,-1,200,21,71,0.296,6,26,0.231,11,13,0.846,12,21,33,10,12,3,14,20,59,79.17,74.52
2023-11-06,Providence,Columbia,1,200,29,59,0.492,6,23,0.261,14,19,0.737,7,31,38,14,11,7,18,14,78,79.03,98.7
2023-11-07,Florida A&M,Creighton,-1,200,23,64,0.359,1,7,0.143,7,9,0.778,5,15,20,7,6,5,6,14,54,69.28,77.95
2023-11-07,Creighton,Florida A&M,1,200,38,67,0.567,18,38,0.474,11,16,0.688,16,35,51,21,2,4,9,9,105,67.6,155.33
2023-11-07,Auburn,Baylor,-1,200,28,63,0.444,9,19,0.474,17,25,0.68,12,23,35,18,5,10,14,32,82,76.88,106.67
2023-11-07,Baylor,Auburn,1,200,26,60,0.433,9,19,0.474,27,34,0.794,13,23,36,10,10,4,14,22,88,77.15,114.06
2023-11-07,Florida Gulf Coast,Indiana,-1,200,24,62,0.387,13,34,0.382,2,6,0.333,8,18,26,13,8,3,13,25,63,69.85,90.19
2023-11-07,Indiana,Florida Gulf Coast,1,200,23,45,0.511,4,13,0.308,19,30,0.633,6,25,31,11,6,5,11,9,69,64.25,107.39
2023-11-07,Drexel,La Salle,-1,200,24,58,0.414,4,17,0.235,9,16,0.563,11,25,36,16,6,2,12,16,61,66.6,91.59
2023-11-07,La Salle,Drexel,1,200,25,57,0.439,6,15,0.4,11,18,0.611,8,20,28,11,6,4,11,13,67,68.55,97.74
2023-11-07,Le Moyne,Georgetown,-1,200,21,65,0.323,7,31,0.226,8,16,0.5,9,19,28,11,10,0,11,22,57,74.6,76.41
2023-11-07,Georgetown,Le Moyne,1,200,37,64,0.578,10,27,0.37,10,19,0.526,13,37,50,23,9,3,16,16,94,76.03,123.64
2023-11-07,Mount St. Mary's,Maryland,-1,200,21,59,0.356,2,12,0.167,9,12,0.75,12,18,30,7,6,3,13,21,53,65.7,80.67
2023-11-07,Maryland,Mount St. Mary's,1,200,24,49,0.49,3,16,0.188,17,25,0.68,9,22,31,6,8,6,15,17,68,66.88,101.68
2023-11-07,Albany,Massachusetts,-1,200,20,56,0.357,9,26,0.346,22,31,0.71,7,27,34,10,2,5,17,23,71,80.72,87.95
2023-11-07,Massachusetts,Albany,1,200,33,76,0.434,10,22,0.455,16,26,0.615,15,23,38,20,12,4,4,21,92,77.35,118.94
2023-11-07,Stony Brook,St. John's,-1,200,29,65,0.446,4,16,0.25,12,17,0.706,12,13,25,9,8,5,11,14,74,72.08,102.67
2023-11-07,St. John's,Stony Brook,1,200,34,66,0.515,11,22,0.5,11,12,0.917,16,24,40,21,7,8,14,19,90,69.7,129.12
2023-11-07,North Dakota,Iowa,-1,200,27,67,0.403,4,25,0.16,10,17,0.588,11,26,37,9,5,3,18,19,68,82.08,82.85
2023-11-07,Iowa,North Dakota,1,200,40,75,0.533,12,24,0.5,18,20,0.9,9,33,42,23,12,2,7,18,110,82.5,133.33
2023-11-07,UNC Asheville,Michigan,-1,200,22,55,0.4,10,25,0.4,20,28,0.714,10,19,29,13,1,2,13,18,74,71.3,103.79
2023-11-07,Michigan,UNC Asheville,1,200,38,67,0.567,12,26,0.462,11,15,0.733,10,27,37,20,3,3,8,23,99,72.12,137.26
2023-11-07,Northern Iowa,North Texas,-1,225,31,68,0.456,8,23,0.348,7,12,0.583,13,21,34,11,8,1,13,22,77,73.7,104.48
2023-11-07,North Texas,Northern Iowa,1,225,27,57,0.474,11,22,0.5,18,22,0.818,9,23,32,11,9,3,13,14,83,71.45,116.17
2023-11-07,Presbyterian,Vanderbilt,-1,200,25,49,0.51,4,12,0.333,14,21,0.667,4,24,28,12,7,2,14,22,68,68.97,98.59
2023-11-07,Vanderbilt,Presbyterian,1,200,19,58,0.328,8,33,0.242,16,27,0.593,15,22,37,8,12,4,13,18,62,68.83,90.08
2023-11-07,Purdue Fort Wayne,DePaul,-1,200,28,63,0.444,9,18,0.5,17,20,0.85,5,22,27,11,12,3,10,21,82,77.5,105.81
2023-11-07,DePaul,Purdue Fort Wayne,1,200,25,51,0.49,8,23,0.348,16,23,0.696,4,28,32,15,4,4,21,19,74,78.92,93.76
2023-11-07,Sacramento St.,Nevada,-1,200,23,62,0.371,11,33,0.333,6,8,0.75,6,24,30,16,2,4,13,24,63,72.8,86.54
2023-11-07,Nevada,Sacramento St.,1,200,26,59,0.441,4,15,0.267,21,27,0.778,10,23,33,17,8,2,7,16,77,68.83,111.88
2023-11-07,UC Irvine,San Jose St.,-1,200,23,55,0.418,2,12,0.167,16,26,0.615,6,24,30,11,7,1,15,21,64,76.35,83.82
2023-11-07,San Jose St.,UC Irvine,1,200,23,50,0.46,7,21,0.333,19,23,0.826,5,24,29,13,7,3,14,19,72,69.92,102.97
2023-11-08,Florida Atlantic,Loyola Chicago,-1,200,26,56,0.464,8,23,0.348,15,21,0.714,7,23,30,16,11,5,12,19,75,70.97,105.67
2023-11-08,Loyola Chicago,Florida Atlantic,1,200,22,51,0.431,6,17,0.353,12,19,0.632,7,19,26,9,6,4,18,18,62,71.03,87.29
2023-11-08,Troy,Ohio,-1,200,23,59,0.39,6,22,0.273,18,25,0.72,9,26,35,7,2,3,16,25,70,77.88,89.89
2023-11-08,Ohio,Troy,1,200,27,60,0.45,7,25,0.28,27,32,0.844,6,24,30,12,9,5,4,23,88,73.2,120.22
2023-11-08,Bucknell,Penn,-1,200,21,56,0.375,7,24,0.292,12,19,0.632,6,13,19,10,8,10,9,18,61,68.03,89.67
2023-11-08,Penn,Bucknell,1,200,31,63,0.492,6,20,0.3,12,17,0.706,15,28,43,17,5,2,16,19,80,72.08,111.0
2023-11-08,Western Illinois,SMU,-1,200,17,55,0.309,6,26,0.231,13,27,0.481,10,23,33,9,5,10,21,14,53,78.83,67.24
2023-11-08,SMU,Western Illinois,1,200,37,78,0.474,9,25,0.36,7,15,0.467,14,32,46,21,17,6,7,21,90,78.12,115.2
2023-11-08,Canisius,Syracuse,-1,200,31,64,0.484,10,22,0.455,5,17,0.294,14,19,33,10,5,1,12,19,77,70.08,109.88
2023-11-08,Syracuse,Canisius,1,200,35,65,0.538,7,19,0.368,12,19,0.632,12,24,36,16,7,7,9,11,89,71.03,125.31
2023-11-08,Lipscomb,Drake,-1,200,27,57,0.474,7,21,0.333,9,12,0.75,5,18,23,8,6,2,13,16,70,70.7,99.01
2023-11-08,Drake,Lipscomb,1,200,32,62,0.516,9,25,0.36,12,16,0.75,8,25,33,13,5,2,12,15,85,73.6,115.49
2023-11-08,Texas A&M-Commerce,Texas Tech,-1,200,20,67,0.299,5,35,0.143,1,1,1.0,8,22,30,9,12,8,13,18,46,72.47,63.47
2023-11-08,Texas Tech,Texas A&M-Commerce,1,200,22,53,0.415,5,23,0.217,24,29,0.828,10,34,44,11,5,2,16,9,73,72.78,100.31
2023-11-08,Arizona St.,Mississippi St.,-1,200,17,53,0.321,5,21,0.238,17,26,0.654,6,21,27,11,7,1,10,19,56,69.35,80.75
2023-11-08,Mississippi St.,Arizona St.,1,200,22,55,0.4,10,26,0.385,17,22,0.773,10,32,42,11,7,3,14,18,71,69.45,102.23
2023-11-08,Southern,UNLV,-1,200,34,60,0.567,11,18,0.611,6,10,0.6,6,25,31,19,6,2,9,22,85,67.75,125.46
2023-11-08,UNLV,Southern,1,200,23,54,0.426,9,29,0.31,16,24,0.667,11,19,30,13,5,6,13,13,71,67.4,105.34
2023-11-08,Jackson St.,San Diego,-1,200,22,57,0.386,7,21,0.333,10,25,0.4,12,22,34,14,5,2,15,23,61,71.88,84.87
2023-11-08,San Diego,Jackson St.,1,200,24,59,0.407,11,29,0.379,28,34,0.824,11,33,44,17,5,3,11,22,87,75.15,115.77
2023-11-08,Utah Tech,Santa Clara,-1,200,24,64,0.375,5,21,0.238,16,24,0.667,9,23,32,10,10,1,13,23,69,79.4,86.9
2023-11-08,Santa Clara,Utah Tech,1,200,26,54,0.481,8,27,0.296,17,28,0.607,8,30,38,14,7,8,20,21,77,79.3,97.1
2023-11-08,Prairie View A&M,Seattle,-1,200,21,69,0.304,2,11,0.182,16,23,0.696,14,20,34,4,11,3,17,25,60,82.92,72.35
2023-11-08,Seattle,Prairie View A&M,1,200,22,51,0.431,6,16,0.375,21,25,0.84,10,30,40,10,10,10,23,24,71,75.88,93.57
2023-11-09,Southern Indiana,Michigan St.,-1,200,19,60,0.317,8,27,0.296,5,11,0.455,11,20,31,11,7,0,15,21,51,69.22,73.67
2023-11-09,Michigan St.,Southern Indiana,1,200,25,52,0.481,1,11,0.091,23,28,0.821,6,28,34,21,8,4,11,14,74,70.3,105.26
2023-11-09,Cal St. Bakersfield,USC,-1,200,24,57,0.421,4,16,0.25,7,11,0.636,7,19,26,11,7,2,14,20,59,69.22,85.23
2023-11-09,USC,Cal St. Bakersfield,1,200,30,55,0.545,8,21,0.381,17,22,0.773,6,22,28,18,11,2,11,10,85,70.45,120.65
2023-11-09,New Mexico,Saint Mary's,-1,200,23,62,0.371,4,12,0.333,8,15,0.533,9,23,32,10,8,2,12,21,58,72.12,80.42
2023-11-09,Saint Mary's,New Mexico,1,200,25,55,0.455,6,17,0.353,16,25,0.64,13,23,36,13,8,6,13,18,72,66.88,107.66
2023-11-09,Pepperdine,UC Davis,-1,200,28,50,0.56,4,14,0.286,18,25,0.72,6,23,29,9,6,1,17,27,78,72.88,107.03
2023-11-09,UC Davis,Pepperdine,1,200,26,48,0.542,4,9,0.444,23,36,0.639,4,16,20,12,10,1,12,24,79,73.1,108.07
2023-11-09,North Florida,Charleston Southern,-1,200,24,54,0.444,11,24,0.458,22,26,0.846,5,19,24,9,8,0,8,21,81,69.35,116.8
2023-11-09,Charleston Southern,North Florida,1,200,23,47,0.489,3,10,0.3,21,30,0.7,7,23,30,6,3,2,12,21,70,66.25,105.66
2023-11-09,East Tennessee St.,Elon,-1,200,29,67,0.433,9,27,0.333,9,11,0.818,10,20,30,10,6,4,12,19,76,74.22,102.39
2023-11-09,Elon,East Tennessee St.,1,200,30,59,0.508,9,19,0.474,10,16,0.625,7,25,32,12,6,4,14,12,79,73.6,107.34
2023-11-09,Tarleton St.,FIU,-1,200,31,60,0.517,8,19,0.421,12,18,0.667,17,26,43,15,13,6,23,17,82,74.55,109.99
2023-11-09,FIU,Tarleton St.,1,200,23,58,0.397,8,32,0.25,11,17,0.647,8,13,21,14,17,6,20,13,65,78.08,83.25
2023-11-09,Howard,Georgia Tech,-1,200,30,60,0.5,6,21,0.286,19,28,0.679,11,25,36,11,5,6,13,19,85,75.3,112.88
2023-11-09,Georgia Tech,Howard,1,200,34,77,0.442,4,18,0.222,16,27,0.593,15,20,35,12,6,3,6,19,88,80.83,108.88
2023-11-09,James Madison,Kent St.,-1,250,36,77,0.468,17,35,0.486,24,36,0.667,6,33,39,24,10,3,11,32,113,99.1,114.03
2023-11-09,Kent St.,James Madison,1,250,31,75,0.413,11,28,0.393,35,48,0.729,10,33,43,22,4,4,16,29,108,103.8,104.05
2023-11-09,Fairfield,Rhode Island,-1,200,25,68,0.368,13,36,0.361,17,21,0.81,13,20,33,15,8,3,14,20,80,78.97,101.3
2023-11-09,Rhode Island,Fairfield,1,200,34,65,0.523,9,21,0.429,16,29,0.552,14,30,44,21,11,2,18,21,93,82.78,112.35
2023-11-09,Utah Valley,Sam Houston St.,-1,225,31,58,0.534,3,19,0.158,14,27,0.519,5,34,39,16,1,2,17,24,79,82.83,95.38
2023-11-09,Sam Houston St.,Utah Valley,1,225,21,61,0.344,6,24,0.25,25,31,0.806,3,23,26,10,7,5,10,26,73,82.72,88.24
2023-11-09,South Carolina St.,South Florida,-1,200,19,59,0.322,0,18,0.0,14,23,0.609,10,23,33,9,7,1,18,20,52,77.92,66.73
2023-11-09,South Florida,South Carolina St.,1,200,34,64,0.531,8,24,0.333,20,26,0.769,8,21,29,24,12,2,9,20,96,77.35,124.11
2023-11-09,Army,Stonehill,-1,200,18,69,0.261,5,31,0.161,3,7,0.429,17,21,38,11,8,1,13,16,44,68.33,64.4
2023-11-09,Stonehill,Army,1,200,21,42,0.5,8,18,0.444,7,13,0.538,1,30,31,8,7,3,16,17,57,63.17,90.23
2023-11-09,Northwestern St.,Tulane,-1,200,26,67,0.388,8,31,0.258,11,11,1.0,9,19,28,10,7,3,16,20,71,79.22,89.62
2023-11-09,Tulane,Northwestern St.,1,200,29,56,0.518,1,14,0.071,29,32,0.906,6,27,33,14,12,5,12,11,88,77.2,113.99
2023-11-09,Western Kentucky,Wichita St.,-1,200,24,81,0.296,0,21,0.0,13,22,0.591,16,25,41,4,11,3,6,21,61,81.45,74.89
2023-11-09,Wichita St.,Western Kentucky,1,200,26,54,0.481,4,13,0.308,15,26,0.577,7,38,45,11,5,8,19,18,71,78.35,90.62
2023-11-09,American,William & Mary,-1,200,22,60,0.367,5,27,0.185,7,10,0.7,9,22,31,10,7,1,9,26,56,64.75,86.49
2023-11-09,William & Mary,American,1,200,22,45,0.489,7,20,0.35,24,32,0.75,6,24,30,11,5,0,12,16,75,66.2,113.29
2023-11-09,Mercer,Chicago St.,-1,200,22,48,0.458,6,20,0.3,16,24,0.667,6,25,31,11,9,3,11,25,66,64.4,102.48
2023-11-09,Chicago St.,Mercer,1,200,18,48,0.375,5,23,0.217,20,30,0.667,10,23,33,8,6,3,16,19,61,68.25,89.38
2023-11-09,Towson,Coppin St.,-1,200,24,54,0.444,6,16,0.375,16,22,0.727,18,29,47,11,5,2,14,20,70,60.45,115.8
2023-11-09,Coppin St.,Towson,1,200,16,46,0.348,5,21,0.238,12,19,0.632,4,13,17,8,6,5,11,14,49,62.02,79.0
2023-11-09,Lindenwood,Iowa St.,-1,200,13,46,0.283,7,24,0.292,14,20,0.7,3,20,23,7,5,1,21,19,47,73.5,63.95
2023-11-09,Iowa St.,Lindenwood,1,200,39,66,0.591,7,20,0.35,17,21,0.81,9,28,37,25,19,5,8,19,102,74.97,136.05
2023-11-09,Stephen F. Austin,Middle Tennessee,-1,225,25,54,0.463,5,14,0.357,7,8,0.875,3,23,26,13,9,4,20,27,62,74.8,82.89
2023-11-09,Middle Tennessee,Stephen F. Austin,1,225,20,56,0.357,4,14,0.286,23,33,0.697,13,22,35,5,11,4,17,13,67,75.67,88.54
