date,team,opponent,location_value,neutral,game_url,game_id
2026-02-23,East Texas A&M,Houston Christian,1,0,,2026-02-23__East Texas A&M__Houston Christian
2026-02-23,Grambling St.,Mississippi Valley St.,1,0,,2026-02-23__Grambling St.__Mississippi Valley St.
2026-02-23,Houston,Kansas,-1,0,,2026-02-23__Houston__Kansas
2026-02-23,Houston Christian,East Texas A&M,-1,0,,2026-02-23__East Texas A&M__Houston Christian
2026-02-23,Incarnate Word,Northwestern St.,-1,0,,2026-02-23__Incarnate Word__Northwestern St.
2026-02-23,Kansas,Houston,1,0,,2026-02-23__Houston__Kansas
2026-02-23,Lamar,Nicholls,1,0,,2026-02-23__Lamar__Nicholls
2026-02-23,Louisville,North Carolina,-1,0,,2026-02-23__Louisville__North Carolina
2026-02-23,McNeese,UT Rio Grande Valley,1,0,,2026-02-23__McNeese__UT Rio Grande Valley
2026-02-23,Mississippi Valley St.,Grambling St.,-1,0,,2026-02-23__Grambling St.__Mississippi Valley St.
2026-02-23,New Orleans,Stephen F. Austin,-1,0,,2026-02-23__New Orleans__Stephen F. Austin
2026-02-23,Nicholls,Lamar,-1,0,,2026-02-23__Lamar__Nicholls
2026-02-23,North Carolina,Louisville,1,0,,2026-02-23__Louisville__North Carolina
2026-02-23,Northwestern St.,Incarnate Word,1,0,,2026-02-23__Incarnate Word__Northwestern St.
2026-02-23,Southeastern Louisiana,Texas A&M Corpus Chris,1,0,,2026-02-23__Southeastern Louisiana__Texas A&M Corpus Chris
2026-02-23,Stephen F. Austin,New Orleans,1,0,,2026-02-23__New Orleans__Stephen F. Austin
2026-02-23,Texas A&M Corpus Chris,Southeastern Louisiana,-1,0,,2026-02-23__Southeastern Louisiana__Texas A&M Corpus Chris
2026-02-23,UT Rio Grande Valley,McNeese,-1,0,,2026-02-23__McNeese__UT Rio Grande Valley
2026-02-24,Air Force,San Jose St.,1,0,,2026-02-24__Air Force__San Jose St.
2026-02-24,Akron,Buffalo,1,0,,2026-02-24__Akron__Buffalo
2026-02-24,Arizona,Baylor,-1,0,,2026-02-24__Arizona__Baylor
2026-02-24,Arizona St.,TCU,-1,0,,2026-02-24__Arizona St.__TCU
2026-02-24,Arkansas St.,Southern Mississippi,1,0,,2026-02-24__Arkansas St.__Southern Mississippi
2026-02-24,Auburn,Oklahoma,-1,0,,2026-02-24__Auburn__Oklahoma
2026-02-24,BYU,UCF,1,0,,2026-02-24__BYU__UCF
2026-02-24,Ball St.,Massachusetts,1,0,,2026-02-24__Ball St.__Massachusetts
2026-02-24,Baylor,Arizona,1,0,,2026-02-24__Arizona__Baylor
2026-02-24,Boise St.,Wyoming,1,0,,2026-02-24__Boise St.__Wyoming
2026-02-24,Boston College,Wake Forest,1,0,,2026-02-24__Boston College__Wake Forest
2026-02-24,Bowling Green,Western Michigan,1,0,,2026-02-24__Bowling Green__Western Michigan
2026-02-24,Bradley,Illinois Chicago,-1,0,,2026-02-24__Bradley__Illinois Chicago
2026-02-24,Buffalo,Akron,-1,0,,2026-02-24__Akron__Buffalo
2026-02-24,Central Michigan,Kent St.,-1,0,,2026-02-24__Central Michigan__Kent St.
2026-02-24,Cincinnati,Texas Tech,-1,0,,2026-02-24__Cincinnati__Texas Tech
2026-02-24,Coastal Carolina,Georgia St.,-1,0,,2026-02-24__Coastal Carolina__Georgia St.
2026-02-24,Colorado St.,Fresno St.,1,0,,2026-02-24__Colorado St.__Fresno St.
2026-02-24,Dayton,Saint Louis,1,0,,2026-02-24__Dayton__Saint Louis
2026-02-24,Duke,Notre Dame,-1,0,,2026-02-24__Duke__Notre Dame
2026-02-24,Eastern Michigan,Miami OH,1,0,,2026-02-24__Eastern Michigan__Miami OH
2026-02-24,Florida St.,Miami FL,1,0,,2026-02-24__Florida St.__Miami FL
2026-02-24,Fresno St.,Colorado St.,-1,0,,2026-02-24__Colorado St.__Fresno St.
2026-02-24,George Washington,La Salle,-1,0,,2026-02-24__George Washington__La Salle
2026-02-24,Georgetown,Marquette,1,0,,2026-02-24__Georgetown__Marquette
2026-02-24,Georgia St.,Coastal Carolina,1,0,,2026-02-24__Coastal Carolina__Georgia St.
2026-02-24,Illinois Chicago,Bradley,1,0,,2026-02-24__Bradley__Illinois Chicago
2026-02-24,Indiana,Northwestern,1,0,,2026-02-24__Indiana__Northwestern
2026-02-24,Iowa St.,Utah,-1,0,,2026-02-24__Iowa St.__Utah
2026-02-24,Kent St.,Central Michigan,1,0,,2026-02-24__Central Michigan__Kent St.
2026-02-24,Kentucky,South Carolina,-1,0,,2026-02-24__Kentucky__South Carolina
2026-02-24,La Salle,George Washington,1,0,,2026-02-24__George Washington__La Salle
2026-02-24,Louisiana,Troy,-1,0,,2026-02-24__Louisiana__Troy
2026-02-24,Marquette,Georgetown,-1,0,,2026-02-24__Georgetown__Marquette
2026-02-24,Marshall,Old Dominion,1,0,,2026-02-24__Marshall__Old Dominion
2026-02-24,Massachusetts,Ball St.,-1,0,,2026-02-24__Ball St.__Massachusetts
2026-02-24,Miami FL,Florida St.,-1,0,,2026-02-24__Florida St.__Miami FL
2026-02-24,Miami OH,Eastern Michigan,-1,0,,2026-02-24__Eastern Michigan__Miami OH
2026-02-24,Michigan,Minnesota,1,0,,2026-02-24__Michigan__Minnesota
2026-02-24,Minnesota,Michigan,-1,0,,2026-02-24__Michigan__Minnesota
2026-02-24,Missouri,Tennessee,1,0,,2026-02-24__Missouri__Tennessee
2026-02-24,Morehead St.,Southern Indiana,1,0,,2026-02-24__Morehead St.__Southern Indiana
2026-02-24,N.C. State,Virginia,-1,0,,2026-02-24__N.C. State__Virginia
2026-02-24,Nevada,New Mexico,1,0,,2026-02-24__Nevada__New Mexico
2026-02-24,New Mexico,Nevada,-1,0,,2026-02-24__Nevada__New Mexico
2026-02-24,Northern Illinois,Toledo,-1,0,,2026-02-24__Northern Illinois__Toledo
2026-02-24,Northwestern,Indiana,-1,0,,2026-02-24__Indiana__Northwestern
2026-02-24,Notre Dame,Duke,1,0,,2026-02-24__Duke__Notre Dame
2026-02-24,Oklahoma,Auburn,1,0,,2026-02-24__Auburn__Oklahoma
2026-02-24,Oklahoma St.,West Virginia,1,0,,2026-02-24__Oklahoma St.__West Virginia
2026-02-24,Old Dominion,Marshall,-1,0,,2026-02-24__Marshall__Old Dominion
2026-02-24,Providence,Xavier,1,0,,2026-02-24__Providence__Xavier
2026-02-24,Rutgers,Washington,1,0,,2026-02-24__Rutgers__Washington
2026-02-24,Saint Louis,Dayton,-1,0,,2026-02-24__Dayton__Saint Louis
2026-02-24,San Jose St.,Air Force,-1,0,,2026-02-24__Air Force__San Jose St.
2026-02-24,South Carolina,Kentucky,1,0,,2026-02-24__Kentucky__South Carolina
2026-02-24,Southern Indiana,Morehead St.,-1,0,,2026-02-24__Morehead St.__Southern Indiana
2026-02-24,Southern Mississippi,Arkansas St.,-1,0,,2026-02-24__Arkansas St.__Southern Mississippi
2026-02-24,TCU,Arizona St.,1,0,,2026-02-24__Arizona St.__TCU
2026-02-24,Tennessee,Missouri,-1,0,,2026-02-24__Missouri__Tennessee
2026-02-24,Texas Tech,Cincinnati,1,0,,2026-02-24__Cincinnati__Texas Tech
2026-02-24,Toledo,Northern Illinois,1,0,,2026-02-24__Northern Illinois__Toledo
2026-02-24,Troy,Louisiana,1,0,,2026-02-24__Louisiana__Troy
2026-02-24,UCF,BYU,-1,0,,2026-02-24__BYU__UCF
2026-02-24,UCLA,USC,1,0,,2026-02-24__UCLA__USC
2026-02-24,USC,UCLA,-1,0,,2026-02-24__UCLA__USC
2026-02-24,Utah,Iowa St.,1,0,,2026-02-24__Iowa St.__Utah
2026-02-24,Virginia,N.C. State,1,0,,2026-02-24__N.C. State__Virginia
2026-02-24,Wake Forest,Boston College,-1,0,,2026-02-24__Boston College__Wake Forest
2026-02-24,Washington,Rutgers,-1,0,,2026-02-24__Rutgers__Washington
2026-02-24,West Virginia,Oklahoma St.,-1,0,,2026-02-24__Oklahoma St.__West Virginia
2026-02-24,Western Michigan,Bowling Green,-1,0,,2026-02-24__Bowling Green__Western Michigan
2026-02-24,Wyoming,Boise St.,-1,0,,2026-02-24__Boise St.__Wyoming
2026-02-24,Xavier,Providence,-1,0,,2026-02-24__Providence__Xavier
2026-02-25,Alabama,Mississippi St.,1,0,,2026-02-25__Alabama__Mississippi St.
2026-02-25,American,Lehigh,1,0,,2026-02-25__American__Lehigh
2026-02-25,Arkansas,Texas A&M,1,0,,2026-02-25__Arkansas__Texas A&M
2026-02-25,Army,Bucknell,1,0,,2026-02-25__Army__Bucknell
2026-02-25,Austin Peay,Central Arkansas,1,0,,2026-02-25__Austin Peay__Central Arkansas
2026-02-25,Bellarmine,North Alabama,-1,0,,2026-02-25__Bellarmine__North Alabama
2026-02-25,Belmont,Evansville,1,0,,2026-02-25__Belmont__Evansville
2026-02-25,Boston University,Holy Cross,1,0,,2026-02-25__Boston University__Holy Cross
2026-02-25,Bucknell,Army,-1,0,,2026-02-25__Army__Bucknell
2026-02-25,Butler,Villanova,-1,0,,2026-02-25__Butler__Villanova
2026-02-25,California,SMU,1,0,,2026-02-25__California__SMU
2026-02-25,Central Arkansas,Austin Peay,-1,0,,2026-02-25__Austin Peay__Central Arkansas
2026-02-25,Charlotte,North Texas,1,0,,2026-02-25__Charlotte__North Texas
2026-02-25,Cleveland St.,Northern Kentucky,1,0,,2026-02-25__Cleveland St.__Northern Kentucky
2026-02-25,Colgate,Lafayette,1,0,,2026-02-25__Colgate__Lafayette
2026-02-25,Colorado,Kansas St.,1,0,,2026-02-25__Colorado__Kansas St.
2026-02-25,Connecticut,St. John's,1,0,,2026-02-25__Connecticut__St. John's
2026-02-25,Creighton,DePaul,1,0,,2026-02-25__Creighton__DePaul
2026-02-25,Davidson,Duquesne,-1,0,,2026-02-25__Davidson__Duquesne
2026-02-25,DePaul,Creighton,-1,0,,2026-02-25__Creighton__DePaul
2026-02-25,Detroit Mercy,Robert Morris,-1,0,,2026-02-25__Detroit Mercy__Robert Morris
2026-02-25,Drake,Valparaiso,-1,0,,2026-02-25__Drake__Valparaiso
2026-02-25,Duquesne,Davidson,1,0,,2026-02-25__Davidson__Duquesne
2026-02-25,East Carolina,UTSA,-1,0,,2026-02-25__East Carolina__UTSA
2026-02-25,East Tennessee St.,Wofford,1,0,,2026-02-25__East Tennessee St.__Wofford
2026-02-25,Eastern Kentucky,Queens,1,0,,2026-02-25__Eastern Kentucky__Queens
2026-02-25,Evansville,Belmont,-1,0,,2026-02-25__Belmont__Evansville
2026-02-25,Florida,Texas,-1,0,,2026-02-25__Florida__Texas
2026-02-25,Florida Atlantic,Temple,1,0,,2026-02-25__Florida Atlantic__Temple
2026-02-25,Furman,The Citadel,1,0,,2026-02-25__Furman__The Citadel
2026-02-25,George Mason,Saint Joseph's,-1,0,,2026-02-25__George Mason__Saint Joseph's
2026-02-25,Georgia,Vanderbilt,-1,0,,2026-02-25__Georgia__Vanderbilt
2026-02-25,Georgia Southern,James Madison,-1,0,,2026-02-25__Georgia Southern__James Madison
2026-02-25,Gonzaga,Portland,1,0,,2026-02-25__Gonzaga__Portland
2026-02-25,Grand Canyon,UNLV,1,0,,2026-02-25__Grand Canyon__UNLV
2026-02-25,Holy Cross,Boston University,-1,0,,2026-02-25__Boston University__Holy Cross
2026-02-25,IU Indy,Oakland,1,0,,2026-02-25__IU Indy__Oakland
2026-02-25,Illinois St.,Northern Iowa,-1,0,,2026-02-25__Illinois St.__Northern Iowa
2026-02-25,Indiana St.,Southern Illinois,-1,0,,2026-02-25__Indiana St.__Southern Illinois
2026-02-25,Iowa,Ohio St.,1,0,,2026-02-25__Iowa__Ohio St.
2026-02-25,James Madison,Georgia Southern,1,0,,2026-02-25__Georgia Southern__James Madison
2026-02-25,Kansas St.,Colorado,-1,0,,2026-02-25__Colorado__Kansas St.
2026-02-25,LSU,Mississippi,-1,0,,2026-02-25__LSU__Mississippi
2026-02-25,Lafayette,Colgate,-1,0,,2026-02-25__Colgate__Lafayette
2026-02-25,Lehigh,American,-1,0,,2026-02-25__American__Lehigh
2026-02-25,Lipscomb,West Georgia,-1,0,,2026-02-25__Lipscomb__West Georgia
2026-02-25,Louisiana Monroe,South Alabama,-1,0,,2026-02-25__Louisiana Monroe__South Alabama
2026-02-25,Loyola MD,Navy,1,0,,2026-02-25__Loyola MD__Navy
2026-02-25,Loyola Marymount,Washington St.,1,0,,2026-02-25__Loyola Marymount__Washington St.
2026-02-25,Maryland,Nebraska,-1,0,,2026-02-25__Maryland__Nebraska
2026-02-25,Mercer,Western Carolina,-1,0,,2026-02-25__Mercer__Western Carolina
2026-02-25,Milwaukee,Youngstown St.,1,0,,2026-02-25__Milwaukee__Youngstown St.
2026-02-25,Mississippi,LSU,1,0,,2026-02-25__LSU__Mississippi
2026-02-25,Mississippi St.,Alabama,-1,0,,2026-02-25__Alabama__Mississippi St.
2026-02-25,Navy,Loyola MD,-1,0,,2026-02-25__Loyola MD__Navy
2026-02-25,Nebraska,Maryland,1,0,,2026-02-25__Maryland__Nebraska
2026-02-25,Nebraska Omaha,South Dakota,-1,0,,2026-02-25__Nebraska Omaha__South Dakota
2026-02-25,North Alabama,Bellarmine,1,0,,2026-02-25__Bellarmine__North Alabama
2026-02-25,North Texas,Charlotte,-1,0,,2026-02-25__Charlotte__North Texas
2026-02-25,Northern Iowa,Illinois St.,1,0,,2026-02-25__Illinois St.__Northern Iowa
2026-02-25,Northern Kentucky,Cleveland St.,-1,0,,2026-02-25__Cleveland St.__Northern Kentucky
2026-02-25,Oakland,IU Indy,-1,0,,2026-02-25__IU Indy__Oakland
2026-02-25,Ohio St.,Iowa,-1,0,,2026-02-25__Iowa__Ohio St.
2026-02-25,Oregon,Wisconsin,1,0,,2026-02-25__Oregon__Wisconsin
2026-02-25,Oregon St.,San Diego,1,0,,2026-02-25__Oregon St.__San Diego
2026-02-25,Pepperdine,Seattle,1,0,,2026-02-25__Pepperdine__Seattle
2026-02-25,Pittsburgh,Stanford,-1,0,,2026-02-25__Pittsburgh__Stanford
2026-02-25,Portland,Gonzaga,-1,0,,2026-02-25__Gonzaga__Portland
2026-02-25,Purdue Fort Wayne,Wright St.,1,0,,2026-02-25__Purdue Fort Wayne__Wright St.
2026-02-25,Queens,Eastern Kentucky,-1,0,,2026-02-25__Eastern Kentucky__Queens
2026-02-25,Rhode Island,St. Bonaventure,-1,0,,2026-02-25__Rhode Island__St. Bonaventure
2026-02-25,Rice,South Florida,1,0,,2026-02-25__Rice__South Florida
2026-02-25,Robert Morris,Detroit Mercy,1,0,,2026-02-25__Detroit Mercy__Robert Morris
2026-02-25,SMU,California,-1,0,,2026-02-25__California__SMU
2026-02-25,Saint Joseph's,George Mason,1,0,,2026-02-25__George Mason__Saint Joseph's
2026-02-25,Saint Mary's,Santa Clara,1,0,,2026-02-25__Saint Mary's__Santa Clara
2026-02-25,San Diego,Oregon St.,-1,0,,2026-02-25__Oregon St.__San Diego
2026-02-25,San Diego St.,Utah St.,1,0,,2026-02-25__San Diego St.__Utah St.
2026-02-25,Santa Clara,Saint Mary's,-1,0,,2026-02-25__Saint Mary's__Santa Clara
2026-02-25,Seattle,Pepperdine,-1,0,,2026-02-25__Pepperdine__Seattle
2026-02-25,South Alabama,Louisiana Monroe,1,0,,2026-02-25__Louisiana Monroe__South Alabama
2026-02-25,South Dakota,Nebraska Omaha,1,0,,2026-02-25__Nebraska Omaha__South Dakota
2026-02-25,South Florida,Rice,-1,0,,2026-02-25__Rice__South Florida
2026-02-25,Southern Illinois,Indiana St.,1,0,,2026-02-25__Indiana St.__Southern Illinois
2026-02-25,St. Bonaventure,Rhode Island,1,0,,2026-02-25__Rhode Island__St. Bonaventure
2026-02-25,St. John's,Connecticut,-1,0,,2026-02-25__Connecticut__St. John's
2026-02-25,Stanford,Pittsburgh,1,0,,2026-02-25__Pittsburgh__Stanford
2026-02-25,Temple,Florida Atlantic,-1,0,,2026-02-25__Florida Atlantic__Temple
2026-02-25,Texas,Florida,1,0,,2026-02-25__Florida__Texas
2026-02-25,Texas A&M,Arkansas,-1,0,,2026-02-25__Arkansas__Texas A&M
2026-02-25,The Citadel,Furman,-1,0,,2026-02-25__Furman__The Citadel
2026-02-25,Tulane,Tulsa,1,0,,2026-02-25__Tulane__Tulsa
2026-02-25,Tulsa,Tulane,-1,0,,2026-02-25__Tulane__Tulsa
2026-02-25,UNLV,Grand Canyon,-1,0,,2026-02-25__Grand Canyon__UNLV
2026-02-25,UTSA,East Carolina,1,0,,2026-02-25__East Carolina__UTSA
2026-02-25,Utah St.,San Diego St.,-1,0,,2026-02-25__San Diego St.__Utah St.
2026-02-25,Valparaiso,Drake,1,0,,2026-02-25__Drake__Valparaiso
2026-02-25,Vanderbilt,Georgia,1,0,,2026-02-25__Georgia__Vanderbilt
2026-02-25,Villanova,Butler,1,0,,2026-02-25__Butler__Villanova
2026-02-25,Washington St.,Loyola Marymount,-1,0,,2026-02-25__Loyola Marymount__Washington St.
2026-02-25,West Georgia,Lipscomb,1,0,,2026-02-25__Lipscomb__West Georgia
2026-02-25,Western Carolina,Mercer,1,0,,2026-02-25__Mercer__Western Carolina
2026-02-25,Wisconsin,Oregon,-1,0,,2026-02-25__Oregon__Wisconsin
2026-02-25,Wofford,East Tennessee St.,-1,0,,2026-02-25__East Tennessee St.__Wofford
2026-02-25,Wright St.,Purdue Fort Wayne,-1,0,,2026-02-25__Purdue Fort Wayne__Wright St.
2026-02-25,Youngstown St.,Milwaukee,-1,0,,2026-02-25__Milwaukee__Youngstown St.
2026-02-26,Abilene Christian,Utah Tech,-1,0,,2026-02-26__Abilene Christian__Utah Tech
2026-02-26,Albany,Maine,1,0,,2026-02-26__Albany__Maine
2026-02-26,Alcorn St.,Texas Southern,-1,0,,2026-02-26__Alcorn St.__Texas Southern
2026-02-26,Binghamton,New Hampshire,1,0,,2026-02-26__Binghamton__New Hampshire
2026-02-26,Bryant,UMBC,-1,0,,2026-02-26__Bryant__UMBC
2026-02-26,CSUN,UC Irvine,1,0,,2026-02-26__CSUN__UC Irvine
2026-02-26,Cal Baptist,UT Arlington,1,0,,2026-02-26__Cal Baptist__UT Arlington
2026-02-26,Cal Poly,Long Beach St.,1,0,,2026-02-26__Cal Poly__Long Beach St.
2026-02-26,Cal St. Bakersfield,UC-San Diego,-1,0,,2026-02-26__Cal St. Bakersfield__UC-San Diego
2026-02-26,Campbell,Drexel,-1,0,,2026-02-26__Campbell__Drexel
2026-02-26,Central Connecticut,Mercyhurst,1,0,,2026-02-26__Central Connecticut__Mercyhurst
2026-02-26,Charleston,Hampton,-1,0,,2026-02-26__Charleston__Hampton
2026-02-26,Charleston Southern,Winthrop,1,0,,2026-02-26__Charleston Southern__Winthrop
2026-02-26,Chattanooga,UNC Greensboro,1,0,,2026-02-26__Chattanooga__UNC Greensboro
2026-02-26,Chicago St.,LIU,-1,0,,2026-02-26__Chicago St.__LIU
2026-02-26,Delaware,Jacksonville St.,-1,0,,2026-02-26__Delaware__Jacksonville St.
2026-02-26,Denver,Oral Roberts,-1,0,,2026-02-26__Denver__Oral Roberts
2026-02-26,Drexel,Campbell,1,0,,2026-02-26__Campbell__Drexel
2026-02-26,Eastern Illinois,Lindenwood,-1,0,,2026-02-26__Eastern Illinois__Lindenwood
2026-02-26,Eastern Washington,Northern Colorado,1,0,,2026-02-26__Eastern Washington__Northern Colorado
2026-02-26,Elon,Towson,-1,0,,2026-02-26__Elon__Towson
2026-02-26,FIU,Sam Houston St.,-1,0,,2026-02-26__FIU__Sam Houston St.
2026-02-26,Fairleigh Dickinson,Le Moyne,-1,0,,2026-02-26__Fairleigh Dickinson__Le Moyne
2026-02-26,Florida A&M,Grambling St.,-1,0,,2026-02-26__Florida A&M__Grambling St.
2026-02-26,Florida A&M,Southern,-1,0,,2026-02-26__Florida A&M__Southern
2026-02-26,Florida Gulf Coast,North Florida,-1,0,,2026-02-26__Florida Gulf Coast__North Florida
2026-02-26,Gardner Webb,UNC Asheville,1,0,,2026-02-26__Gardner Webb__UNC Asheville
2026-02-26,Grambling St.,Florida A&M,1,0,,2026-02-26__Florida A&M__Grambling St.
2026-02-26,Hampton,Charleston,1,0,,2026-02-26__Charleston__Hampton
2026-02-26,Hawaii,UC Davis,-1,0,,2026-02-26__Hawaii__UC Davis
2026-02-26,High Point,Presbyterian,-1,0,,2026-02-26__High Point__Presbyterian
2026-02-26,Idaho,Northern Arizona,1,0,,2026-02-26__Idaho__Northern Arizona
2026-02-26,Jackson St.,Prairie View A&M,-1,0,,2026-02-26__Jackson St.__Prairie View A&M
2026-02-26,Jacksonville,Stetson,1,0,,2026-02-26__Jacksonville__Stetson
2026-02-26,Jacksonville St.,Delaware,1,0,,2026-02-26__Delaware__Jacksonville St.
2026-02-26,Kansas City,South Dakota St.,1,0,,2026-02-26__Kansas City__South Dakota St.
2026-02-26,Kennesaw St.,Liberty,1,0,,2026-02-26__Kennesaw St.__Liberty
2026-02-26,LIU,Chicago St.,1,0,,2026-02-26__Chicago St.__LIU
2026-02-26,Le Moyne,Fairleigh Dickinson,1,0,,2026-02-26__Fairleigh Dickinson__Le Moyne
2026-02-26,Liberty,Kennesaw St.,-1,0,,2026-02-26__Kennesaw St.__Liberty
2026-02-26,Lindenwood,Eastern Illinois,1,0,,2026-02-26__Eastern Illinois__Lindenwood
2026-02-26,Little Rock,Morehead St.,1,0,,2026-02-26__Little Rock__Morehead St.
2026-02-26,Long Beach St.,Cal Poly,-1,0,,2026-02-26__Cal Poly__Long Beach St.
2026-02-26,Louisiana Tech,Missouri St.,1,0,,2026-02-26__Louisiana Tech__Missouri St.
2026-02-26,Maine,Albany,-1,0,,2026-02-26__Albany__Maine
2026-02-26,Memphis,Wichita St.,1,0,,2026-02-26__Memphis__Wichita St.
2026-02-26,Mercyhurst,Central Connecticut,-1,0,,2026-02-26__Central Connecticut__Mercyhurst
2026-02-26,Michigan St.,Purdue,-1,0,,2026-02-26__Michigan St.__Purdue
2026-02-26,Middle Tennessee,UTEP,1,0,,2026-02-26__Middle Tennessee__UTEP
2026-02-26,Missouri St.,Louisiana Tech,-1,0,,2026-02-26__Louisiana Tech__Missouri St.
2026-02-26,Monmouth,Stony Brook,1,0,,2026-02-26__Monmouth__Stony Brook
2026-02-26,Montana,Sacramento St.,1,0,,2026-02-26__Montana__Sacramento St.
2026-02-26,Montana St.,Portland St.,1,0,,2026-02-26__Montana St.__Portland St.
2026-02-26,Morehead St.,Little Rock,-1,0,,2026-02-26__Little Rock__Morehead St.
2026-02-26,New Hampshire,Binghamton,-1,0,,2026-02-26__Binghamton__New Hampshire
2026-02-26,New Haven,Wagner,-1,0,,2026-02-26__New Haven__Wagner
2026-02-26,New Mexico St.,Western Kentucky,-1,0,,2026-02-26__New Mexico St.__Western Kentucky
2026-02-26,North Carolina A&T,UNC Wilmington,-1,0,,2026-02-26__North Carolina A&T__UNC Wilmington
2026-02-26,North Dakota St.,St. Thomas,-1,0,,2026-02-26__North Dakota St.__St. Thomas
2026-02-26,North Florida,Florida Gulf Coast,1,0,,2026-02-26__Florida Gulf Coast__North Florida
2026-02-26,Northeastern,William & Mary,-1,0,,2026-02-26__Northeastern__William & Mary
2026-02-26,Northern Arizona,Idaho,-1,0,,2026-02-26__Idaho__Northern Arizona
2026-02-26,Northern Colorado,Eastern Washington,-1,0,,2026-02-26__Eastern Washington__Northern Colorado
2026-02-26,Oral Roberts,Denver,1,0,,2026-02-26__Denver__Oral Roberts
2026-02-26,Portland St.,Montana St.,-1,0,,2026-02-26__Montana St.__Portland St.
2026-02-26,Prairie View A&M,Jackson St.,1,0,,2026-02-26__Jackson St.__Prairie View A&M
2026-02-26,Presbyterian,High Point,1,0,,2026-02-26__High Point__Presbyterian
2026-02-26,Purdue,Michigan St.,1,0,,2026-02-26__Michigan St.__Purdue
2026-02-26,Radford,USC Upstate,1,0,,2026-02-26__Radford__USC Upstate
2026-02-26,SIUE,Western Illinois,1,0,,2026-02-26__SIUE__Western Illinois
2026-02-26,Sacramento St.,Montana,-1,0,,2026-02-26__Montana__Sacramento St.
2026-02-26,Saint Francis,Stonehill,-1,0,,2026-02-26__Saint Francis__Stonehill
2026-02-26,Sam Houston St.,FIU,1,0,,2026-02-26__FIU__Sam Houston St.
2026-02-26,Samford,VMI,1,0,,2026-02-26__Samford__VMI
2026-02-26,South Dakota St.,Kansas City,-1,0,,2026-02-26__Kansas City__South Dakota St.
2026-02-26,Southern,Florida A&M,1,0,,2026-02-26__Florida A&M__Southern
2026-02-26,St. Thomas,North Dakota St.,1,0,,2026-02-26__North Dakota St.__St. Thomas
2026-02-26,Stetson,Jacksonville,-1,0,,2026-02-26__Jacksonville__Stetson
2026-02-26,Stonehill,Saint Francis,1,0,,2026-02-26__Saint Francis__Stonehill
2026-02-26,Stony Brook,Monmouth,-1,0,,2026-02-26__Monmouth__Stony Brook
2026-02-26,Tarleton St.,Utah Valley,-1,0,,2026-02-26__Tarleton St.__Utah Valley
2026-02-26,Tennessee Martin,Tennessee Tech,1,0,,2026-02-26__Tennessee Martin__Tennessee Tech
2026-02-26,Tennessee Tech,Tennessee Martin,-1,0,,2026-02-26__Tennessee Martin__Tennessee Tech
2026-02-26,Texas Southern,Alcorn St.,1,0,,2026-02-26__Alcorn St.__Texas Southern
2026-02-26,Towson,Elon,1,0,,2026-02-26__Elon__Towson
2026-02-26,UC Davis,Hawaii,1,0,,2026-02-26__Hawaii__UC Davis
2026-02-26,UC Irvine,CSUN,-1,0,,2026-02-26__CSUN__UC Irvine
2026-02-26,UC Riverside,UC Santa Barbara,-1,0,,2026-02-26__UC Riverside__UC Santa Barbara
2026-02-26,UC Santa Barbara,UC Riverside,1,0,,2026-02-26__UC Riverside__UC Santa Barbara
2026-02-26,UC-San Diego,Cal St. Bakersfield,1,0,,2026-02-26__Cal St. Bakersfield__UC-San Diego
2026-02-26,UMBC,Bryant,1,0,,2026-02-26__Bryant__UMBC
2026-02-26,UMass Lowell,Vermont,-1,0,,2026-02-26__UMass Lowell__Vermont
2026-02-26,UNC Asheville,Gardner Webb,-1,0,,2026-02-26__Gardner Webb__UNC Asheville
2026-02-26,UNC Greensboro,Chattanooga,-1,0,,2026-02-26__Chattanooga__UNC Greensboro
2026-02-26,UNC Wilmington,North Carolina A&T,1,0,,2026-02-26__North Carolina A&T__UNC Wilmington
2026-02-26,USC Upstate,Radford,-1,0,,2026-02-26__Radford__USC Upstate
2026-02-26,UT Arlington,Cal Baptist,-1,0,,2026-02-26__Cal Baptist__UT Arlington
2026-02-26,UTEP,Middle Tennessee,-1,0,,2026-02-26__Middle Tennessee__UTEP
2026-02-26,Utah Tech,Abilene Christian,1,0,,2026-02-26__Abilene Christian__Utah Tech
2026-02-26,Utah Valley,Tarleton St.,1,0,,2026-02-26__Tarleton St.__Utah Valley
2026-02-26,VMI,Samford,-1,0,,2026-02-26__Samford__VMI
2026-02-26,Vermont,UMass Lowell,1,0,,2026-02-26__UMass Lowell__Vermont
2026-02-26,Wagner,New Haven,1,0,,2026-02-26__New Haven__Wagner
2026-02-26,Western Illinois,SIUE,-1,0,,2026-02-26__SIUE__Western Illinois
2026-02-26,Western Kentucky,New Mexico St.,1,0,,2026-02-26__New Mexico St.__Western Kentucky
2026-02-26,Wichita St.,Memphis,-1,0,,2026-02-26__Memphis__Wichita St.
2026-02-26,William & Mary,Northeastern,1,0,,2026-02-26__Northeastern__William & Mary
2026-02-26,Winthrop,Charleston Southern,-1,0,,2026-02-26__Charleston Southern__Winthrop
2026-02-27,Appalachian St.,Texas St.,-1,0,,2026-02-27__Appalachian St.__Texas St.
2026-02-27,Arkansas St.,Louisiana,1,0,,2026-02-27__Arkansas St.__Louisiana
2026-02-27,Brown,Columbia,-1,0,,2026-02-27__Brown__Columbia
