date,team,opponent,location_value,neutral,game_url,game_id
2026-02-03,Valparaiso,Bradley,-1,0,,2026-02-03__Bradley__Valparaiso
2026-02-03,Virginia,Pittsburgh,1,0,,2026-02-03__Pittsburgh__Virginia
2026-02-03,Western Michigan,Ohio,-1,0,,2026-02-03__Ohio__Western Michigan
2026-02-03,Wyoming,San Diego St.,-1,0,,2026-02-03__San Diego St.__Wyoming
2026-02-03,Xavier,Connecticut,-1,0,,2026-02-03__Connecticut__Xavier
2026-02-04,American,Bucknell,1,0,,2026-02-04__American__Bucknell
2026-02-04,Appalachian St.,South Alabama,1,0,,2026-02-04__Appalachian St.__South Alabama
2026-02-04,Arizona St.,Utah,-1,0,,2026-02-04__Arizona St.__Utah
2026-02-04,Arkansas St.,Coastal Carolina,-1,0,,2026-02-04__Arkansas St.__Coastal Carolina
2026-02-04,Army,Colgate,-1,0,,2026-02-04__Army__Colgate
2026-02-04,BYU,Oklahoma St.,-1,0,,2026-02-04__BYU__Oklahoma St.
2026-02-04,Baylor,Colorado,1,0,,2026-02-04__Baylor__Colorado
2026-02-04,Bucknell,American,-1,0,,2026-02-04__American__Bucknell
2026-02-04,Butler,Providence,-1,0,,2026-02-04__Butler__Providence
2026-02-04,California,Georgia Tech,1,0,,2026-02-04__California__Georgia Tech
2026-02-04,Central Arkansas,North Alabama,1,0,,2026-02-04__Central Arkansas__North Alabama
2026-02-04,Charleston Southern,High Point,-1,0,,2026-02-04__Charleston Southern__High Point
2026-02-04,Charlotte,Wichita St.,-1,0,,2026-02-04__Charlotte__Wichita St.
2026-02-04,Clemson,Stanford,-1,0,,2026-02-04__Clemson__Stanford
2026-02-04,Cleveland St.,Oakland,1,0,,2026-02-04__Cleveland St.__Oakland
2026-02-04,Coastal Carolina,Arkansas St.,1,0,,2026-02-04__Arkansas St.__Coastal Carolina
2026-02-04,Colgate,Army,1,0,,2026-02-04__Army__Colgate
2026-02-04,Colorado,Baylor,-1,0,,2026-02-04__Baylor__Colorado
2026-02-04,Creighton,Georgetown,-1,0,,2026-02-04__Creighton__Georgetown
2026-02-04,Delaware,Liberty,1,0,,2026-02-04__Delaware__Liberty
2026-02-04,Detroit Mercy,Milwaukee,-1,0,,2026-02-04__Detroit Mercy__Milwaukee
2026-02-04,Duquesne,George Mason,-1,0,,2026-02-04__Duquesne__George Mason
2026-02-04,East Tennessee St.,Furman,1,0,,2026-02-04__East Tennessee St.__Furman
2026-02-04,FIU,Middle Tennessee,-1,0,,2026-02-04__FIU__Middle Tennessee
2026-02-04,Florida Atlantic,Tulsa,1,0,,2026-02-04__Florida Atlantic__Tulsa
2026-02-04,Furman,East Tennessee St.,-1,0,,2026-02-04__East Tennessee St.__Furman
2026-02-04,Gardner Webb,Longwood,1,0,,2026-02-04__Gardner Webb__Longwood
2026-02-04,George Mason,Duquesne,1,0,,2026-02-04__Duquesne__George Mason
2026-02-04,George Washington,Saint Joseph's,-1,0,,2026-02-04__George Washington__Saint Joseph's
2026-02-04,Georgetown,Creighton,1,0,,2026-02-04__Creighton__Georgetown
2026-02-04,Georgia Southern,Texas St.,1,0,,2026-02-04__Georgia Southern__Texas St.
2026-02-04,Georgia St.,Troy,1,0,,2026-02-04__Georgia St.__Troy
2026-02-04,Georgia Tech,California,-1,0,,2026-02-04__California__Georgia Tech
2026-02-04,Gonzaga,Portland,-1,0,,2026-02-04__Gonzaga__Portland
2026-02-04,Green Bay,Northern Kentucky,-1,0,,2026-02-04__Green Bay__Northern Kentucky
2026-02-04,High Point,Charleston Southern,1,0,,2026-02-04__Charleston Southern__High Point
2026-02-04,Houston,UCF,1,0,,2026-02-04__Houston__UCF
2026-02-04,Illinois,Northwestern,1,0,,2026-02-04__Illinois__Northwestern
2026-02-04,Iowa,Washington,-1,0,,2026-02-04__Iowa__Washington
2026-02-04,James Madison,Louisiana,1,0,,2026-02-04__James Madison__Louisiana
2026-02-04,Kansas City,South Dakota,1,0,,2026-02-04__Kansas City__South Dakota
2026-02-04,Kentucky,Oklahoma,1,0,,2026-02-04__Kentucky__Oklahoma
2026-02-04,Lafayette,Navy,1,0,,2026-02-04__Lafayette__Navy
2026-02-04,Lehigh,Loyola MD,-1,0,,2026-02-04__Lehigh__Loyola MD
2026-02-04,Liberty,Delaware,-1,0,,2026-02-04__Delaware__Liberty
2026-02-04,Longwood,Gardner Webb,-1,0,,2026-02-04__Gardner Webb__Longwood
2026-02-04,Louisiana,James Madison,-1,0,,2026-02-04__James Madison__Louisiana
2026-02-04,Louisiana Monroe,Old Dominion,-1,0,,2026-02-04__Louisiana Monroe__Old Dominion
2026-02-04,Louisiana Tech,New Mexico St.,1,0,,2026-02-04__Louisiana Tech__New Mexico St.
2026-02-04,Louisville,Notre Dame,1,0,,2026-02-04__Louisville__Notre Dame
2026-02-04,Loyola MD,Lehigh,1,0,,2026-02-04__Lehigh__Loyola MD
2026-02-04,Marshall,Southern Mississippi,1,0,,2026-02-04__Marshall__Southern Mississippi
2026-02-04,Maryland Eastern Shore,South Carolina St.,-1,0,,2026-02-04__Maryland Eastern Shore__South Carolina St.
2026-02-04,Michigan St.,Minnesota,-1,0,,2026-02-04__Michigan St.__Minnesota
2026-02-04,Middle Tennessee,FIU,1,0,,2026-02-04__FIU__Middle Tennessee
2026-02-04,Milwaukee,Detroit Mercy,1,0,,2026-02-04__Detroit Mercy__Milwaukee
2026-02-04,Minnesota,Michigan St.,1,0,,2026-02-04__Michigan St.__Minnesota
2026-02-04,Navy,Lafayette,-1,0,,2026-02-04__Lafayette__Navy
2026-02-04,New Mexico,Utah St.,1,0,,2026-02-04__New Mexico__Utah St.
2026-02-04,New Mexico St.,Louisiana Tech,-1,0,,2026-02-04__Louisiana Tech__New Mexico St.
2026-02-04,North Alabama,Central Arkansas,-1,0,,2026-02-04__Central Arkansas__North Alabama
2026-02-04,North Texas,Rice,-1,0,,2026-02-04__North Texas__Rice
2026-02-04,Northern Kentucky,Green Bay,1,0,,2026-02-04__Green Bay__Northern Kentucky
2026-02-04,Northwestern,Illinois,-1,0,,2026-02-04__Illinois__Northwestern
2026-02-04,Notre Dame,Louisville,-1,0,,2026-02-04__Louisville__Notre Dame
2026-02-04,Oakland,Cleveland St.,-1,0,,2026-02-04__Cleveland St.__Oakland
2026-02-04,Oklahoma,Kentucky,-1,0,,2026-02-04__Kentucky__Oklahoma
2026-02-04,Oklahoma St.,BYU,1,0,,2026-02-04__BYU__Oklahoma St.
2026-02-04,Old Dominion,Louisiana Monroe,1,0,,2026-02-04__Louisiana Monroe__Old Dominion
2026-02-04,Oregon St.,Washington St.,1,0,,2026-02-04__Oregon St.__Washington St.
2026-02-04,Pacific,Santa Clara,1,0,,2026-02-04__Pacific__Santa Clara
2026-02-04,Pepperdine,Seattle,-1,0,,2026-02-04__Pepperdine__Seattle
2026-02-04,Portland,Gonzaga,1,0,,2026-02-04__Gonzaga__Portland
2026-02-04,Providence,Butler,1,0,,2026-02-04__Butler__Providence
2026-02-04,Purdue Fort Wayne,Youngstown St.,1,0,,2026-02-04__Purdue Fort Wayne__Youngstown St.
2026-02-04,Radford,Winthrop,1,0,,2026-02-04__Radford__Winthrop
2026-02-04,Rice,North Texas,1,0,,2026-02-04__North Texas__Rice
2026-02-04,Robert Morris,Wright St.,1,0,,2026-02-04__Robert Morris__Wright St.
2026-02-04,Saint Joseph's,George Washington,1,0,,2026-02-04__George Washington__Saint Joseph's
2026-02-04,Saint Mary's,San Diego,1,0,,2026-02-04__Saint Mary's__San Diego
2026-02-04,Sam Houston St.,UTEP,1,0,,2026-02-04__Sam Houston St.__UTEP
2026-02-04,San Diego,Saint Mary's,-1,0,,2026-02-04__Saint Mary's__San Diego
2026-02-04,Santa Clara,Pacific,-1,0,,2026-02-04__Pacific__Santa Clara
2026-02-04,Seattle,Pepperdine,1,0,,2026-02-04__Pepperdine__Seattle
2026-02-04,Seton Hall,Villanova,-1,0,,2026-02-04__Seton Hall__Villanova
2026-02-04,South Alabama,Appalachian St.,-1,0,,2026-02-04__Appalachian St.__South Alabama
2026-02-04,South Carolina St.,Maryland Eastern Shore,1,0,,2026-02-04__Maryland Eastern Shore__South Carolina St.
2026-02-04,South Dakota,Kansas City,-1,0,,2026-02-04__Kansas City__South Dakota
2026-02-04,South Dakota St.,St. Thomas,1,0,,2026-02-04__South Dakota St.__St. Thomas
2026-02-04,South Florida,UTSA,1,0,,2026-02-04__South Florida__UTSA
2026-02-04,Southern Mississippi,Marshall,-1,0,,2026-02-04__Marshall__Southern Mississippi
2026-02-04,St. Thomas,South Dakota St.,-1,0,,2026-02-04__South Dakota St.__St. Thomas
2026-02-04,Stanford,Clemson,1,0,,2026-02-04__Clemson__Stanford
2026-02-04,Texas St.,Georgia Southern,-1,0,,2026-02-04__Georgia Southern__Texas St.
2026-02-04,Troy,Georgia St.,-1,0,,2026-02-04__Georgia St.__Troy
2026-02-04,Tulsa,Florida Atlantic,-1,0,,2026-02-04__Florida Atlantic__Tulsa
2026-02-04,UCF,Houston,-1,0,,2026-02-04__Houston__UCF
2026-02-04,UNC Asheville,USC Upstate,1,0,,2026-02-04__UNC Asheville__USC Upstate
2026-02-04,UNC Greensboro,Western Carolina,1,0,,2026-02-04__UNC Greensboro__Western Carolina
2026-02-04,USC Upstate,UNC Asheville,-1,0,,2026-02-04__UNC Asheville__USC Upstate
2026-02-04,UTEP,Sam Houston St.,-1,0,,2026-02-04__Sam Houston St.__UTEP
2026-02-04,UTSA,South Florida,-1,0,,2026-02-04__South Florida__UTSA
2026-02-04,Utah,Arizona St.,1,0,,2026-02-04__Arizona St.__Utah
2026-02-04,Utah St.,New Mexico,-1,0,,2026-02-04__New Mexico__Utah St.
2026-02-04,VMI,Wofford,1,0,,2026-02-04__VMI__Wofford
2026-02-04,Villanova,Seton Hall,1,0,,2026-02-04__Seton Hall__Villanova
2026-02-04,Washington,Iowa,1,0,,2026-02-04__Iowa__Washington
2026-02-04,Washington St.,Oregon St.,-1,0,,2026-02-04__Oregon St.__Washington St.
2026-02-04,Western Carolina,UNC Greensboro,-1,0,,2026-02-04__UNC Greensboro__Western Carolina
2026-02-04,Wichita St.,Charlotte,1,0,,2026-02-04__Charlotte__Wichita St.
2026-02-04,Winthrop,Radford,-1,0,,2026-02-04__Radford__Winthrop
2026-02-04,Wofford,VMI,-1,0,,2026-02-04__VMI__Wofford
2026-02-04,Wright St.,Robert Morris,-1,0,,2026-02-04__Robert Morris__Wright St.
2026-02-04,Youngstown St.,Purdue Fort Wayne,-1,0,,2026-02-04__Purdue Fort Wayne__Youngstown St.
2026-02-05,Abilene Christian,Utah Valley,-1,0,,2026-02-05__Abilene Christian__Utah Valley
2026-02-05,Albany,Bryant,-1,0,,2026-02-05__Albany__Bryant
2026-02-05,Austin Peay,Lipscomb,1,0,,2026-02-05__Austin Peay__Lipscomb
2026-02-05,Bellarmine,Stetson,1,0,,2026-02-05__Bellarmine__Stetson
2026-02-05,Binghamton,UMBC,-1,0,,2026-02-05__Binghamton__UMBC
2026-02-05,Bryant,Albany,1,0,,2026-02-05__Albany__Bryant
2026-02-05,CSUN,Cal Poly,-1,0,,2026-02-05__CSUN__Cal Poly
2026-02-05,Cal Baptist,Tarleton St.,1,0,,2026-02-05__Cal Baptist__Tarleton St.
2026-02-05,Cal Poly,CSUN,1,0,,2026-02-05__CSUN__Cal Poly
2026-02-05,Cal St. Bakersfield,UC Irvine,-1,0,,2026-02-05__Cal St. Bakersfield__UC Irvine
2026-02-05,Cal St. Fullerton,UC Riverside,1,0,,2026-02-05__Cal St. Fullerton__UC Riverside
2026-02-05,Campbell,Drexel,1,0,,2026-02-05__Campbell__Drexel
2026-02-05,Canisius,Quinnipiac,-1,0,,2026-02-05__Canisius__Quinnipiac
2026-02-05,Central Connecticut,Chicago St.,1,0,,2026-02-05__Central Connecticut__Chicago St.
2026-02-05,Charleston,North Carolina A&T,1,0,,2026-02-05__Charleston__North Carolina A&T
2026-02-05,Chattanooga,Mercer,1,0,,2026-02-05__Chattanooga__Mercer
2026-02-05,Chicago St.,Central Connecticut,-1,0,,2026-02-05__Central Connecticut__Chicago St.
2026-02-05,Cincinnati,West Virginia,1,0,,2026-02-05__Cincinnati__West Virginia
2026-02-05,Denver,North Dakota St.,-1,0,,2026-02-05__Denver__North Dakota St.
2026-02-05,Drexel,Campbell,-1,0,,2026-02-05__Campbell__Drexel
2026-02-05,Eastern Illinois,Tennessee St.,-1,0,,2026-02-05__Eastern Illinois__Tennessee St.
2026-02-05,Eastern Kentucky,Florida Gulf Coast,1,0,,2026-02-05__Eastern Kentucky__Florida Gulf Coast
2026-02-05,Eastern Washington,Montana,-1,0,,2026-02-05__Eastern Washington__Montana
2026-02-05,Elon,Hampton,-1,0,,2026-02-05__Elon__Hampton
2026-02-05,Fairfield,Sacred Heart,-1,0,,2026-02-05__Fairfield__Sacred Heart
2026-02-05,Fairleigh Dickinson,Stonehill,1,0,,2026-02-05__Fairleigh Dickinson__Stonehill
2026-02-05,Florida Gulf Coast,Eastern Kentucky,-1,0,,2026-02-05__Eastern Kentucky__Florida Gulf Coast
2026-02-05,Hampton,Elon,1,0,,2026-02-05__Elon__Hampton
2026-02-05,Hofstra,Northeastern,1,0,,2026-02-05__Hofstra__Northeastern
2026-02-05,Idaho,Montana St.,-1,0,,2026-02-05__Idaho__Montana St.
2026-02-05,Idaho St.,Northern Arizona,1,0,,2026-02-05__Idaho St.__Northern Arizona
2026-02-05,Iona,Siena,-1,0,,2026-02-05__Iona__Siena
2026-02-05,Jacksonville,Queens,-1,0,,2026-02-05__Jacksonville__Queens
2026-02-05,Jacksonville St.,Western Kentucky,-1,0,,2026-02-05__Jacksonville St.__Western Kentucky
2026-02-05,LIU,New Haven,1,0,,2026-02-05__LIU__New Haven
2026-02-05,Le Moyne,Wagner,-1,0,,2026-02-05__Le Moyne__Wagner
2026-02-05,Lindenwood,Little Rock,-1,0,,2026-02-05__Lindenwood__Little Rock
2026-02-05,Lipscomb,Austin Peay,-1,0,,2026-02-05__Austin Peay__Lipscomb
2026-02-05,Little Rock,Lindenwood,1,0,,2026-02-05__Lindenwood__Little Rock
2026-02-05,Long Beach St.,UC-San Diego,-1,0,,2026-02-05__Long Beach St.__UC-San Diego
2026-02-05,Maine,Vermont,1,0,,2026-02-05__Maine__Vermont
2026-02-05,Manhattan,St. Peter's,1,0,,2026-02-05__Manhattan__St. Peter's
2026-02-05,Marist,Rider,1,0,,2026-02-05__Marist__Rider
2026-02-05,Maryland,Ohio St.,1,0,,2026-02-05__Maryland__Ohio St.
2026-02-05,Memphis,UAB,-1,0,,2026-02-05__Memphis__UAB
2026-02-05,Mercer,Chattanooga,-1,0,,2026-02-05__Chattanooga__Mercer
2026-02-05,Mercyhurst,Saint Francis,1,0,,2026-02-05__Mercyhurst__Saint Francis
2026-02-05,Merrimack,Mount St. Mary's,-1,0,,2026-02-05__Merrimack__Mount St. Mary's
2026-02-05,Michigan,Penn St.,1,0,,2026-02-05__Michigan__Penn St.
2026-02-05,Monmouth,Stony Brook,-1,0,,2026-02-05__Monmouth__Stony Brook
2026-02-05,Montana,Eastern Washington,1,0,,2026-02-05__Eastern Washington__Montana
2026-02-05,Montana St.,Idaho,1,0,,2026-02-05__Idaho__Montana St.
2026-02-05,Morehead St.,Southeast Missouri,-1,0,,2026-02-05__Morehead St.__Southeast Missouri
2026-02-05,Mount St. Mary's,Merrimack,1,0,,2026-02-05__Merrimack__Mount St. Mary's
2026-02-05,NJIT,UMass Lowell,1,0,,2026-02-05__NJIT__UMass Lowell
2026-02-05,Nebraska Omaha,North Dakota,-1,0,,2026-02-05__Nebraska Omaha__North Dakota
2026-02-05,New Haven,LIU,-1,0,,2026-02-05__LIU__New Haven
2026-02-05,North Carolina A&T,Charleston,-1,0,,2026-02-05__Charleston__North Carolina A&T
2026-02-05,North Dakota,Nebraska Omaha,1,0,,2026-02-05__Nebraska Omaha__North Dakota
2026-02-05,North Dakota St.,Denver,1,0,,2026-02-05__Denver__North Dakota St.
2026-02-05,North Florida,West Georgia,-1,0,,2026-02-05__North Florida__West Georgia
2026-02-05,Northeastern,Hofstra,-1,0,,2026-02-05__Hofstra__Northeastern
2026-02-05,Northern Arizona,Idaho St.,-1,0,,2026-02-05__Idaho St.__Northern Arizona
2026-02-05,Northern Colorado,Weber St.,-1,0,,2026-02-05__Northern Colorado__Weber St.
2026-02-05,Ohio St.,Maryland,-1,0,,2026-02-05__Maryland__Ohio St.
2026-02-05,Penn St.,Michigan,-1,0,,2026-02-05__Michigan__Penn St.
2026-02-05,Queens,Jacksonville,1,0,,2026-02-05__Jacksonville__Queens
2026-02-05,Quinnipiac,Canisius,1,0,,2026-02-05__Canisius__Quinnipiac
2026-02-05,Rider,Marist,-1,0,,2026-02-05__Marist__Rider
2026-02-05,Sacred Heart,Fairfield,1,0,,2026-02-05__Fairfield__Sacred Heart
2026-02-05,Saint Francis,Mercyhurst,-1,0,,2026-02-05__Mercyhurst__Saint Francis
2026-02-05,Samford,The Citadel,1,0,,2026-02-05__Samford__The Citadel
2026-02-05,Siena,Iona,1,0,,2026-02-05__Iona__Siena
2026-02-05,Southeast Missouri,Morehead St.,1,0,,2026-02-05__Morehead St.__Southeast Missouri
2026-02-05,Southern Indiana,Tennessee Martin,-1,0,,2026-02-05__Southern Indiana__Tennessee Martin
2026-02-05,St. Peter's,Manhattan,-1,0,,2026-02-05__Manhattan__St. Peter's
2026-02-05,Stetson,Bellarmine,-1,0,,2026-02-05__Bellarmine__Stetson
2026-02-05,Stonehill,Fairleigh Dickinson,-1,0,,2026-02-05__Fairleigh Dickinson__Stonehill
2026-02-05,Stony Brook,Monmouth,1,0,,2026-02-05__Monmouth__Stony Brook
2026-02-05,Tarleton St.,Cal Baptist,-1,0,,2026-02-05__Cal Baptist__Tarleton St.
2026-02-05,Tennessee Martin,Southern Indiana,1,0,,2026-02-05__Southern Indiana__Tennessee Martin
2026-02-05,Tennessee St.,Eastern Illinois,1,0,,2026-02-05__Eastern Illinois__Tennessee St.
2026-02-05,Tennessee Tech,Western Illinois,1,0,,2026-02-05__Tennessee Tech__Western Illinois
2026-02-05,The Citadel,Samford,-1,0,,2026-02-05__Samford__The Citadel
2026-02-05,UAB,Memphis,1,0,,2026-02-05__Memphis__UAB
2026-02-05,UC Davis,UC Santa Barbara,1,0,,2026-02-05__UC Davis__UC Santa Barbara
2026-02-05,UC Irvine,Cal St. Bakersfield,1,0,,2026-02-05__Cal St. Bakersfield__UC Irvine
2026-02-05,UC Riverside,Cal St. Fullerton,-1,0,,2026-02-05__Cal St. Fullerton__UC Riverside
2026-02-05,UC Santa Barbara,UC Davis,-1,0,,2026-02-05__UC Davis__UC Santa Barbara
2026-02-05,UC-San Diego,Long Beach St.,1,0,,2026-02-05__Long Beach St.__UC-San Diego
2026-02-05,UMBC,Binghamton,1,0,,2026-02-05__Binghamton__UMBC
2026-02-05,UMass Lowell,NJIT,-1,0,,2026-02-05__NJIT__UMass Lowell
2026-02-05,UNC Wilmington,William & Mary,1,0,,2026-02-05__UNC Wilmington__William & Mary
2026-02-05,UT Arlington,Utah Tech,-1,0,,2026-02-05__UT Arlington__Utah Tech
2026-02-05,Utah Tech,UT Arlington,1,0,,2026-02-05__UT Arlington__Utah Tech
2026-02-05,Utah Valley,Abilene Christian,1,0,,2026-02-05__Abilene Christian__Utah Valley
2026-02-05,Vermont,Maine,-1,0,,2026-02-05__Maine__Vermont
2026-02-05,Wagner,Le Moyne,1,0,,2026-02-05__Le Moyne__Wagner
2026-02-05,Weber St.,Northern Colorado,1,0,,2026-02-05__Northern Colorado__Weber St.
2026-02-05,West Georgia,North Florida,1,0,,2026-02-05__North Florida__West Georgia
2026-02-05,West Virginia,Cincinnati,-1,0,,2026-02-05__Cincinnati__West Virginia
2026-02-05,Western Illinois,Tennessee Tech,-1,0,,2026-02-05__Tennessee Tech__Western Illinois
2026-02-05,Western Kentucky,Jacksonville St.,1,0,,2026-02-05__Jacksonville St.__Western Kentucky
2026-02-05,William & Mary,UNC Wilmington,-1,0,,2026-02-05__UNC Wilmington__William & Mary
2026-02-06,Belmont,Illinois Chicago,-1,0,,2026-02-06__Belmont__Illinois Chicago
2026-02-06,Bradley,Northern Iowa,-1,0,,2026-02-06__Bradley__Northern Iowa
2026-02-06,Brown,Yale,-1,0,,2026-02-06__Brown__Yale
2026-02-06,Connecticut,St. John's,-1,0,,2026-02-06__Connecticut__St. John's
2026-02-06,Davidson,Loyola Chicago,1,0,,2026-02-06__Davidson__Loyola Chicago
2026-02-06,Dayton,VCU,-1,0,,2026-02-06__Dayton__VCU
2026-02-06,Drake,Illinois St.,-1,0,,2026-02-06__Drake__Illinois St.
2026-02-06,Evansville,Valparaiso,-1,0,,2026-02-06__Evansville__Valparaiso
2026-02-06,Illinois Chicago,Belmont,1,0,,2026-02-06__Belmont__Illinois Chicago
2026-02-06,Illinois St.,Drake,1,0,,2026-02-06__Drake__Illinois St.
2026-02-06,Loyola Chicago,Davidson,-1,0,,2026-02-06__Davidson__Loyola Chicago
2026-02-06,Murray St.,Southern Illinois,-1,0,,2026-02-06__Murray St.__Southern Illinois
2026-02-06,Northern Iowa,Bradley,1,0,,2026-02-06__Bradley__Northern Iowa
2026-02-06,Southern Illinois,Murray St.,1,0,,2026-02-06__Murray St.__Southern Illinois
2026-02-06,St. John's,Connecticut,1,0,,2026-02-06__Connecticut__St. John's
2026-02-06,VCU,Dayton,1,0,,2026-02-06__Dayton__VCU
2026-02-06,Valparaiso,Evansville,1,0,,2026-02-06__Evansville__Valparaiso
2026-02-06,Yale,Brown,1,0,,2026-02-06__Brown__Yale
2026-02-07,Abilene Christian,Cal Baptist,-1,0,,2026-02-07__Abilene Christian__Cal Baptist
2026-02-07,Air Force,San Diego St.,1,0,,2026-02-07__Air Force__San Diego St.
2026-02-07,Akron,Troy,-1,0,,2026-02-07__Akron__Troy
2026-02-07,Alabama,Auburn,-1,0,,2026-02-07__Alabama__Auburn
2026-02-07,Alabama A&M,Southern,-1,0,,2026-02-07__Alabama A&M__Southern
2026-02-07,Alabama St.,Grambling St.,-1,0,,2026-02-07__Alabama St.__Grambling St.
2026-02-07,Albany,UMass Lowell,1,0,,2026-02-07__Albany__UMass Lowell
2026-02-07,Alcorn St.,Arkansas Pine Bluff,-1,0,,2026-02-07__Alcorn St.__Arkansas Pine Bluff
2026-02-07,American,Navy,-1,0,,2026-02-07__American__Navy
2026-02-07,Appalachian St.,Eastern Michigan,1,0,,2026-02-07__Appalachian St.__Eastern Michigan
2026-02-07,Arizona,Oklahoma St.,1,0,,2026-02-07__Arizona__Oklahoma St.
2026-02-07,Arizona St.,Colorado,-1,0,,2026-02-07__Arizona St.__Colorado
2026-02-07,Arkansas,Mississippi St.,-1,0,,2026-02-07__Arkansas__Mississippi St.
2026-02-07,Arkansas Pine Bluff,Alcorn St.,1,0,,2026-02-07__Alcorn St.__Arkansas Pine Bluff
2026-02-07,Arkansas St.,Bowling Green,1,0,,2026-02-07__Arkansas St.__Bowling Green
2026-02-07,Army,Lafayette,1,0,,2026-02-07__Army__Lafayette
2026-02-07,Auburn,Alabama,1,0,,2026-02-07__Alabama__Auburn
2026-02-07,Austin Peay,North Alabama,1,0,,2026-02-07__Austin Peay__North Alabama
2026-02-07,BYU,Houston,1,0,,2026-02-07__BYU__Houston
2026-02-07,Ball St.,Louisiana Monroe,-1,0,,2026-02-07__Ball St.__Louisiana Monroe
2026-02-07,Baylor,Iowa St.,-1,0,,2026-02-07__Baylor__Iowa St.
2026-02-07,Bellarmine,Florida Gulf Coast,1,0,,2026-02-07__Bellarmine__Florida Gulf Coast
2026-02-07,Bethune Cookman,Prairie View A&M,1,0,,2026-02-07__Bethune Cookman__Prairie View A&M
2026-02-07,Binghamton,NJIT,-1,0,,2026-02-07__Binghamton__NJIT
2026-02-07,Boise St.,New Mexico,-1,0,,2026-02-07__Boise St.__New Mexico
2026-02-07,Boston College,Miami FL,1,0,,2026-02-07__Boston College__Miami FL
2026-02-07,Boston University,Loyola MD,1,0,,2026-02-07__Boston University__Loyola MD
2026-02-07,Bowling Green,Arkansas St.,-1,0,,2026-02-07__Arkansas St.__Bowling Green
2026-02-07,Bryant,Maine,1,0,,2026-02-07__Bryant__Maine
2026-02-07,Bucknell,Colgate,1,0,,2026-02-07__Bucknell__Colgate
2026-02-07,Buffalo,South Alabama,-1,0,,2026-02-07__Buffalo__South Alabama
2026-02-07,Butler,Marquette,-1,0,,2026-02-07__Butler__Marquette
2026-02-07,CSUN,UC Riverside,1,0,,2026-02-07__CSUN__UC Riverside
2026-02-07,Cal Baptist,Abilene Christian,1,0,,2026-02-07__Abilene Christian__Cal Baptist
2026-02-07,Cal Poly,UC Davis,-1,0,,2026-02-07__Cal Poly__UC Davis
2026-02-07,Cal St. Bakersfield,Cal St. Fullerton,-1,0,,2026-02-07__Cal St. Bakersfield__Cal St. Fullerton
2026-02-07,Cal St. Fullerton,Cal St. Bakersfield,1,0,,2026-02-07__Cal St. Bakersfield__Cal St. Fullerton
2026-02-07,California,Clemson,1,0,,2026-02-07__California__Clemson
2026-02-07,Campbell,North Carolina A&T,-1,0,,2026-02-07__Campbell__North Carolina A&T
2026-02-07,Central Arkansas,Lipscomb,-1,0,,2026-02-07__Central Arkansas__Lipscomb
2026-02-07,Central Connecticut,Wagner,1,0,,2026-02-07__Central Connecticut__Wagner
2026-02-07,Central Michigan,Louisiana,-1,0,,2026-02-07__Central Michigan__Louisiana
2026-02-07,Charleston Southern,USC Upstate,-1,0,,2026-02-07__Charleston Southern__USC Upstate
2026-02-07,Chattanooga,The Citadel,1,0,,2026-02-07__Chattanooga__The Citadel
2026-02-07,Chicago St.,New Haven,-1,0,,2026-02-07__Chicago St.__New Haven
2026-02-07,Clemson,California,-1,0,,2026-02-07__California__Clemson
2026-02-07,Cleveland St.,IU Indy,-1,0,,2026-02-07__Cleveland St.__IU Indy
2026-02-07,Coastal Carolina,Massachusetts,1,0,,2026-02-07__Coastal Carolina__Massachusetts
2026-02-07,Colgate,Bucknell,-1,0,,2026-02-07__Bucknell__Colgate
2026-02-07,Colorado,Arizona St.,1,0,,2026-02-07__Arizona St.__Colorado
2026-02-07,Colorado St.,San Jose St.,1,0,,2026-02-07__Colorado St.__San Jose St.
2026-02-07,Columbia,Cornell,1,0,,2026-02-07__Columbia__Cornell
2026-02-07,Coppin St.,Delaware St.,1,0,,2026-02-07__Coppin St.__Delaware St.
2026-02-07,Cornell,Columbia,-1,0,,2026-02-07__Columbia__Cornell
2026-02-07,Creighton,Seton Hall,1,0,,2026-02-07__Creighton__Seton Hall
2026-02-07,Dartmouth,Harvard,1,0,,2026-02-07__Dartmouth__Harvard
2026-02-07,DePaul,Providence,-1,0,,2026-02-07__DePaul__Providence
2026-02-07,Delaware,Middle Tennessee,1,0,,2026-02-07__Delaware__Middle Tennessee
2026-02-07,Delaware St.,Coppin St.,-1,0,,2026-02-07__Coppin St.__Delaware St.
2026-02-07,Denver,North Dakota,-1,0,,2026-02-07__Denver__North Dakota
2026-02-07,Detroit Mercy,Green Bay,-1,0,,2026-02-07__Detroit Mercy__Green Bay
2026-02-07,Drexel,Elon,-1,0,,2026-02-07__Drexel__Elon
2026-02-07,Duke,North Carolina,-1,0,,2026-02-07__Duke__North Carolina
2026-02-07,Duquesne,George Washington,1,0,,2026-02-07__Duquesne__George Washington
2026-02-07,East Carolina,Temple,1,0,,2026-02-07__East Carolina__Temple
2026-02-07,East Tennessee St.,VMI,-1,0,,2026-02-07__East Tennessee St.__VMI
2026-02-07,East Texas A&M,Northwestern St.,1,0,,2026-02-07__East Texas A&M__Northwestern St.
2026-02-07,Eastern Illinois,Tennessee Tech,-1,0,,2026-02-07__Eastern Illinois__Tennessee Tech
